"common_name","sp_id","sample_size","pch_scale","ebird_code","ebirdst_association_forest","ebirdst_association_grassland","City","Sample","UAI","SD","scale_UAI","scale_eaforest","scale_eagrassland"
"European Starling",26,336,6.3171111599632,"eursta",0.102319072965832,0.223913858264976,"Charlotte_US",15651,2.405219084,1.157944175,1.62591805719461,-0.549461725030944,1.69824729313482
"Field Sparrow",27,211,5.85185813347607,"fiespa",0.113601795419317,0.115441454687358,"Charlotte_US",9669,1.570051425,1.179049255,-0.419715451597274,-0.425310874011498,-0.934765031950587
"Fish Crow",28,408,6.51126717440416,"fiscro",0.12590258354988,0.10391124086444,"Charlotte_US",8472,2.097529693,1.202703676,0.872273298867867,-0.289957609680548,-1.21464446769011
"Grasshopper Sparrow",29,70,4.74849524204936,"graspa",0.0596372317681011,0.260597896312696,"Charlotte_US",1017,0.968791001,1.259327275,-1.89242390431385,-1.01911671562574,2.58869980573572
"Gray Catbird",30,344,6.3406416573734,"grycat",0.111103597454134,0.150590413030802,"Charlotte_US",6764,2.399479954,1.14116002,1.61186081190644,-0.452800108517725,-0.0815743817961566
"Great Crested Flycatcher",31,460,6.63122648948314,"grcfly",0.123415285820026,0.132919486854425,"Charlotte_US",5999,1.877191176,1.312587031,0.33258303572669,-0.317326902080781,-0.51051081985325
"Hooded Warbler",32,258,6.05295958492162,"hoowar",0.411348535470787,0.084123593240897,"Charlotte_US",1151,1.415665973,1.388362142,-0.797862342796735,2.85098270832669,-1.69496128891694
"House Finch",33,412,6.52102334934953,"houfin",0.0735167996029342,0.185030868945583,"Charlotte_US",34091,2.191716914,1.097248213,1.10297252829958,-0.866391150888974,0.754418386081352
"House Sparrow",34,88,4.97733681447821,"houspa",0.0524587395160419,0.220724025832743,"Charlotte_US",6337,2.674574215,1.034596618,2.28566807960135,-1.09810615508096,1.62081867689681
"Indigo Bunting",35,441,6.58904487544685,"indbun",0.139846751046356,0.12842055793731,"Charlotte_US",7159,1.513170743,1.193492625,-0.559037212740967,-0.136521214468107,-0.619715879368417
"Mourning Dove",36,472,6.65697898558556,"moudov",0.0858195230721176,0.213760350773455,"Charlotte_US",41085,1.927705442,1.172780022,0.456311096898689,-0.731016590816883,1.45178543291715
"Northern Bobwhite",37,111,5.20953020131233,"norbob",0.0873874578736932,0.192069669955489,"Charlotte_US",664,0.588206286,0.692366143,-2.82461618636439,-0.713763623657481,0.925275204973952
"Northern Cardinal",38,472,6.65697898558556,"norcar",0.0597753781468608,0.182767740675087,"Charlotte_US",61272,2.017894152,1.144553337,0.67721649870941,-1.0175966046278,0.699484186847891
"Northern Flicker",39,267,6.08724865840025,"norfli",0.121992100810305,0.149547171463273,"Charlotte_US",10865,1.875570252,1.244943381,0.328612795243989,-0.332987096758388,-0.106897577509984
"Northern Mockingbird",40,470,6.6527326947041,"normoc",0.0908038850920926,0.210454040068023,"Charlotte_US",34679,2.119903216,1.191172836,0.927074305426631,-0.676170538446095,1.37152947332891
"Northern Parula",41,325,6.28382518232974,"norpar",0.308112996629247,0.110149179911423,"Charlotte_US",5102,1.857067201,1.293045877,0.283292001589448,1.71501751415767,-1.06322742656144
"Northern Rough-winged Swallow",42,283,6.14544689764324,"nrwswa",0.058085272634769,0.144634973676862,"Charlotte_US",4548,2.007888136,1.216265986,0.652708076480014,-1.03619389251677,-0.22613414725763
"Orchard Oriole",43,236,5.96383180502561,"orcori",0.0719471988988775,0.14502326009469,"Charlotte_US",1781,1.272317546,1.186213031,-1.14897549061058,-0.883662449015178,-0.216709050273651
"Ovenbird",44,380,6.44017125272043,"ovenbi1",0.340299251625188,0.125102790920267,"Charlotte_US",1959,1.789277239,1.445120896,0.117249391662512,2.06918300616095,-0.700249924521987
"Pileated Woodpecker",45,237,5.96806014113513,"pilwoo",0.248355730306489,0.138430916302813,"Charlotte_US",5572,1.236243901,1.139349163,-1.23733314694586,1.05747094247234,-0.376728759275415
"Pine Warbler",46,472,6.65697898558556,"pinwar",0.256270781752952,0.110005992759856,"Charlotte_US",16577,1.691423121,1.162667817,-0.122431420443833,1.1445652033648,-1.06670308970188
"Prairie Warbler",47,210,5.84710753071747,"prawar",0.263232944971939,0.094952756754198,"Charlotte_US",1363,0.970526822,0.950078091,-1.88817223871761,1.22117423918369,-1.43209884593176
"Purple Martin",48,130,5.36753445045558,"purmar",0.0780366656422575,0.149305881015157,"Charlotte_US",1695,1.256823231,1.120697271,-1.18692678053209,-0.816656238274638,-0.112754557745148
"Red-bellied Woodpecker",49,462,6.63556489108174,"rebwoo",0.113560229154456,0.168331757645384,"Charlotte_US",38482,1.899075687,1.182343396,0.38618627160717,-0.425768253618013,0.349071363048579
"Red-eyed Vireo",50,445,6.59807428216624,"reevir1",0.222057526578417,0.125362667737616,"Charlotte_US",7843,1.790417068,1.28578689,0.120041253118791,0.768095360773577,-0.693941786778968
"Red-winged Blackbird",51,304,6.21702770140622,"rewbla",0.0856574621529845,0.169371978987737,"Charlotte_US",9658,2.039690178,1.219798913,0.730603002201996,-0.732799848457963,0.374321247119531
"Ruby-throated Hummingbird",52,240,5.98063892334199,"rthhum",0.154507227814521,0.13162920139192,"Charlotte_US",10490,1.832861977,1.186847218,0.224004483965141,0.0247971796182697,-0.541830652489053
"Scarlet Tanager",53,323,6.27765232322266,"scatan",0.4000376897129,0.0961319340950926,"Charlotte_US",2631,1.897257226,1.327746239,0.381732190182986,2.72652239900147,-1.40347600390342
"Song Sparrow",54,161,5.58140436498446,"sonspa",0.135143771385675,0.147854817406542,"Charlotte_US",18197,2.148172976,1.189833715,0.996317370239207,-0.188271040771807,-0.147977049733466
"Summer Tanager",55,426,6.55443934626937,"sumtan",0.170014481637435,0.159836192113974,"Charlotte_US",5059,1.10903916,1.088694327,-1.54890445584731,0.195433191186087,0.142853670667797
"Tufted Titmouse",56,472,6.65697898558556,"tuftit",0.143670749100262,0.209538900402848,"Charlotte_US",44204,1.816188187,1.140306514,0.183164224916557,-0.0944433724715158,1.34931576792451
"White-breasted Nuthatch",57,356,6.37493073085203,"whbnut",0.103407158267787,0.174104988242893,"Charlotte_US",15304,1.740125613,1.201613494,-0.00314106176763728,-0.537488841998823,0.489208271768632
"White-eyed Vireo",58,358,6.3805329864007,"whevir",0.220981560845406,0.147013687278719,"Charlotte_US",4656,1.52710356,1.186302397,-0.52491060711882,0.756255836937748,-0.168394279558873
"Wood Thrush",59,434,6.57304453410041,"woothr",0.320113768107745,0.102034281359726,"Charlotte_US",3036,1.615441287,1.268283276,-0.308538945100583,1.84706950764486,-1.26020497291171
"Yellow-billed Cuckoo",60,400,6.49146454710798,"yebcuc",0.147892642085168,0.148938899793206,"Charlotte_US",3710,1.224684362,1.117388482,-1.26564671975937,-0.0479872437180153,-0.121662501596327
"Yellow-breasted Chat",61,253,6.03338948872752,"yebcha",0.087050944572257,0.202207483429369,"Charlotte_US",1707,1.199657166,1.036786864,-1.32694754985857,-0.717466489958137,1.17135611537844
"Yellow-throated Vireo",62,264,6.07594910314632,"yetvir",0.287117037848792,0.115010635663948,"Charlotte_US",1020,1.113200839,1.255380412,-1.53871096963709,1.48398584947663,-0.945222547052187
"Yellow-throated Warbler",63,268,6.09098698051086,"yetwar",0.272033587015312,0.0950825688890727,"Charlotte_US",1417,1.120411511,1.134459391,-1.52104937545879,1.31801320723477,-1.42894784217599
