"file","spp_name","file_binomial","aou","english_common_name","family","genus","binomial","old_genus","new_binomial","matched_filename","species_code","mig_dist_m"
"Setophaga_ruticilla_22721762.shp","Setophaga_ruticilla","Setophaga ruticilla",6870,"American Redstart","Parulidae","Setophaga","Setophaga ruticilla",NA,NA,"Setophaga_ruticilla","amered",4724203.75802531
"Dendroica_kirtlandii_22721722.shp","Dendroica_kirtlandii","Dendroica kirtlandii",6700,"Kirtland's Warbler","Parulidae","Setophaga","Setophaga kirtlandii","Dendroica","Dendroica kirtlandii","Dendroica_kirtlandii","kirwar",2385708.16725247
"Dendroica_tigrina_22721670.shp","Dendroica_tigrina","Dendroica tigrina",6500,"Cape May Warbler","Parulidae","Setophaga","Setophaga tigrina","Dendroica","Dendroica tigrina","Dendroica_tigrina","camwar",4615044.77329324
"Dendroica_cerulea_22721740.shp","Dendroica_cerulea","Dendroica cerulea",6580,"Cerulean Warbler","Parulidae","Setophaga","Setophaga cerulea","Dendroica","Dendroica cerulea","Dendroica_cerulea","cerwar",4429730.68883375
"Parula_americana_22721639.shp","Parula_americana","Parula americana",6480,"Northern Parula","Parulidae","Setophaga","Setophaga americana","Parula","Parula americana","Parula_americana","norpar",2288875.41577288
"Parula_pitiayumi_22721642.shp","Parula_pitiayumi","Parula pitiayumi",6490,"Tropical Parula","Parulidae","Setophaga","Setophaga pitiayumi","Parula","Parula pitiayumi","Parula_pitiayumi","tropar",102309.480189636
"Dendroica_magnolia_22721667.shp","Dendroica_magnolia","Dendroica magnolia",6570,"Magnolia Warbler","Parulidae","Setophaga","Setophaga magnolia","Dendroica","Dendroica magnolia","Dendroica_magnolia","magwar",3988001.5712891
"Dendroica_castanea_22721734.shp","Dendroica_castanea","Dendroica castanea",6600,"Bay-breasted Warbler","Parulidae","Setophaga","Setophaga castanea","Dendroica","Dendroica castanea","Dendroica_castanea","babwar",4951432.10518913
"Dendroica_fusca_22721695.shp","Dendroica_fusca","Dendroica fusca",6620,"Blackburnian Warbler","Parulidae","Setophaga","Setophaga fusca","Dendroica","Dendroica fusca","Dendroica_fusca","bkbwar",4902622.7709203
"Dendroica_petechia_22721657.shp","Dendroica_petechia","Dendroica petechia",6520,"Yellow Warbler","Parulidae","Setophaga","Setophaga petechia","Dendroica","Dendroica petechia","Dendroica_petechia","yelwar",5443775.3351171
"Dendroica_pensylvanica_22721664.shp","Dendroica_pensylvanica","Dendroica pensylvanica",6590,"Chestnut-sided Warbler","Parulidae","Setophaga","Setophaga pensylvanica","Dendroica","Dendroica pensylvanica","Dendroica_pensylvanica","chswar",3846688.99556279
"Dendroica_striata_22721737.shp","Dendroica_striata","Dendroica striata",6610,"Blackpoll Warbler","Parulidae","Setophaga","Setophaga striata","Dendroica","Dendroica striata","Dendroica_striata","bkpwar",7332987.20161759
"Dendroica_caerulescens_22721673.shp","Dendroica_caerulescens","Dendroica caerulescens",6540,"Black-throated Blue Warbler","Parulidae","Setophaga","Setophaga caerulescens","Dendroica","Dendroica caerulescens","Dendroica_caerulescens","btbwar",3009078.04782778
"Dendroica_palmarum_22721731.shp","Dendroica_palmarum","Dendroica palmarum",6720,"Palm Warbler","Parulidae","Setophaga","Setophaga palmarum","Dendroica","Dendroica palmarum","Dendroica_palmarum","palwar",3277960.1999624
"Dendroica_pinus_22721719.shp","Dendroica_pinus","Dendroica pinus",6710,"Pine Warbler","Parulidae","Setophaga","Setophaga pinus","Dendroica","Dendroica pinus","Dendroica_pinus","pinwar",773808.325696254
"Dendroica_coronata_22721676.shp","Dendroica_coronata","Dendroica coronata",6550,"Yellow-rumped Warbler","Parulidae","Setophaga","Dendroica coronata",NA,NA,"Dendroica_coronata",NA,2769107.24875379
"Dendroica_dominica_22724793.shp","Dendroica_dominica","Dendroica dominica",6630,"Yellow-throated Warbler","Parulidae","Setophaga","Setophaga dominica","Dendroica","Dendroica dominica","Dendroica_dominica","yetwar",1485723.20284602
"Dendroica_discolor_22721725.shp","Dendroica_discolor","Dendroica discolor",6730,"Prairie Warbler","Parulidae","Setophaga","Setophaga discolor","Dendroica","Dendroica discolor","Dendroica_discolor","prawar",1601532.39844701
"Dendroica_graciae_22721708.shp","Dendroica_graciae","Dendroica graciae",6640,"Grace's Warbler","Parulidae","Setophaga","Setophaga graciae","Dendroica","Dendroica graciae","Dendroica_graciae","grawar",1244274.43916999
"Dendroica_nigrescens_22721679.shp","Dendroica_nigrescens","Dendroica nigrescens",6650,"Black-throated Gray Warbler","Parulidae","Setophaga","Setophaga nigrescens","Dendroica","Dendroica nigrescens","Dendroica_nigrescens","btywar",2345722.76159576
"Dendroica_townsendi_22721683.shp","Dendroica_townsendi","Dendroica townsendi",6680,"Townsend's Warbler","Parulidae","Setophaga","Setophaga townsendi","Dendroica","Dendroica townsendi","Dendroica_townsendi","towwar",3955245.59187293
"Dendroica_occidentalis_22721686.shp","Dendroica_occidentalis","Dendroica occidentalis",6690,"Hermit Warbler","Parulidae","Setophaga","Setophaga occidentalis","Dendroica","Dendroica occidentalis","Dendroica_occidentalis","herwar",3328489.69896769
"Dendroica_chrysoparia_22721692.shp","Dendroica_chrysoparia","Dendroica chrysoparia",6660,"Golden-cheeked Warbler","Parulidae","Setophaga","Setophaga chrysoparia","Dendroica","Dendroica chrysoparia","Dendroica_chrysoparia","gchwar",2038425.7172856
"Dendroica_virens_22721689.shp","Dendroica_virens","Dendroica virens",6670,"Black-throated Green Warbler","Parulidae","Setophaga","Setophaga virens","Dendroica","Dendroica virens","Dendroica_virens","btnwar",3714659.91063353
"Wilsonia_canadensis_22721882.shp","Wilsonia_canadensis","Wilsonia canadensis",6860,"Canada Warbler","Parulidae","Cardellina","Cardellina canadensis","Wilsonia","Wilsonia canadensis","Wilsonia_canadensis","canwar",5328510.61784781
"Wilsonia_pusilla_22721879.shp","Wilsonia_pusilla","Wilsonia pusilla",6850,"Wilson's Warbler","Parulidae","Cardellina","Cardellina pusilla","Wilsonia","Wilsonia pusilla","Wilsonia_pusilla","wlswar",4373630.09392607
"Cardellina_rubrifrons_22721885.shp","Cardellina_rubrifrons","Cardellina rubrifrons",6900,"Red-faced Warbler","Parulidae","Cardellina","Cardellina rubrifrons",NA,NA,"Cardellina_rubrifrons","refwar",1412279.37699108
"Myioborus_pictus_22721894.shp","Myioborus_pictus","Myioborus pictus",6880,"Painted Redstart","Parulidae","Myioborus","Myioborus pictus",NA,NA,"Myioborus_pictus","paired",673877.503265371
"Icteria_virens_22722057.shp","Icteria_virens","Icteria virens",6830,"Yellow-breasted Chat","Parulidae","Icteria","Icteria virens",NA,NA,"Icteria_virens","yebcha",2633211.48639168
"Arremonops_rufivirgatus_22721392.shp","Arremonops_rufivirgatus","Arremonops rufivirgatus",5860,"Olive Sparrow","Emberizidae","Arremonops","Arremonops rufivirgatus",NA,NA,"Arremonops_rufivirgatus","olispa",0
"Pipilo_chlorurus_22721304.shp","Pipilo_chlorurus","Pipilo chlorurus",5900,"Green-tailed Towhee","Emberizidae","Pipilo","Pipilo chlorurus",NA,NA,"Pipilo_chlorurus","gnttow",1370812.85587358
"Pipilo_maculatus_22729113.shp","Pipilo_maculatus","Pipilo maculatus",5880,"Spotted Towhee","Emberizidae","Pipilo","Pipilo maculatus",NA,NA,"Pipilo_maculatus","spotow",783945.071947329
"Pipilo_erythrophthalmus_22721310.shp","Pipilo_erythrophthalmus","Pipilo erythrophthalmus",5870,"Eastern Towhee","Emberizidae","Pipilo","Pipilo erythrophthalmus",NA,NA,"Pipilo_erythrophthalmus","eastow",531061.668391919
"Aimophila_ruficeps_22721288.shp","Aimophila_ruficeps","Aimophila ruficeps",5800,"Rufous-crowned Sparrow","Emberizidae","Aimophila","Aimophila ruficeps",NA,NA,"Aimophila_ruficeps","rucspa",0
"Melozone_crissalis_22721323.shp","Melozone_crissalis","Melozone crissalis",5911,"California Towhee","Emberizidae","Melozone","Melozone crissalis",NA,NA,"Melozone_crissalis","caltow",0
"Melozone_aberti_22721315.shp","Melozone_aberti","Melozone aberti",5920,"Abert's Towhee","Emberizidae","Melozone","Melozone aberti",NA,NA,"Melozone_aberti","abetow",0
"Peucaea_carpalis_22721280.shp","Peucaea_carpalis","Peucaea carpalis",5790,"Rufous-winged Sparrow","Emberizidae","Peucaea","Peucaea carpalis",NA,NA,"Peucaea_carpalis","ruwspa",0
"Peucaea_botterii_22721264.shp","Peucaea_botterii","Peucaea botterii",5760,"Botteri's Sparrow","Emberizidae","Peucaea","Peucaea botterii",NA,NA,"Peucaea_botterii","botspa",0
"Peucaea_cassinii_22721272.shp","Peucaea_cassinii","Peucaea cassinii",5780,"Cassin's Sparrow","Emberizidae","Peucaea","Peucaea cassinii",NA,NA,"Peucaea_cassinii","casspa",341511.229996384
"Peucaea_aestivalis_22721256.shp","Peucaea_aestivalis","Peucaea aestivalis",5750,"Bachman's Sparrow","Emberizidae","Peucaea","Peucaea aestivalis",NA,NA,"Peucaea_aestivalis","bacspa",138819.317008816
"Spizella_arborea_22721159.shp","Spizella_arborea","Spizella arborea",5590,"American Tree Sparrow","Emberizidae","Spizelloides","Spizelloides arborea","Spizella","Spizella arborea","Spizella_arborea","amtspa",2514528.35897386
"Spizella_passerina_22721162.shp","Spizella_passerina","Spizella passerina",5600,"Chipping Sparrow","Emberizidae","Spizella","Spizella passerina",NA,NA,"Spizella_passerina","chispa",2086506.87343137
"Spizella_pallida_22721165.shp","Spizella_pallida","Spizella pallida",5610,"Clay-colored Sparrow","Emberizidae","Spizella","Spizella pallida",NA,NA,"Spizella_pallida","clcspa",3065076.17954715
"Spizella_breweri_22734705.shp","Spizella_breweri","Spizella breweri",5620,"Brewer's Sparrow","Emberizidae","Spizella","Spizella breweri",NA,NA,"Spizella_breweri","brespa",1856140.91630798
"Spizella_pusilla_22721179.shp","Spizella_pusilla","Spizella pusilla",5630,"Field Sparrow","Emberizidae","Spizella","Spizella pusilla",NA,NA,"Spizella_pusilla","fiespa",488321.882222764
"Spizella_atrogularis_22721185.shp","Spizella_atrogularis","Spizella atrogularis",5650,"Black-chinned Sparrow","Emberizidae","Spizella","Spizella atrogularis",NA,NA,"Spizella_atrogularis","bkcspa",332988.497361469
"Pooecetes_gramineus_22721188.shp","Pooecetes_gramineus","Pooecetes gramineus",5400,"Vesper Sparrow","Emberizidae","Pooecetes","Pooecetes gramineus",NA,NA,"Pooecetes_gramineus","vesspa",1821088.43834836
"Chondestes_grammacus_22721191.shp","Chondestes_grammacus","Chondestes grammacus",5520,"Lark Sparrow","Emberizidae","Chondestes","Chondestes grammacus",NA,NA,"Chondestes_grammacus","larspa",1233751.61821868
"Amphispiza_bilineata_22721194.shp","Amphispiza_bilineata","Amphispiza bilineata",5730,"Black-throated Sparrow","Emberizidae","Amphispiza","Amphispiza bilineata",NA,NA,"Amphispiza_bilineata","bktspa",504281.728447467
"Amphispiza_belli_22721197.shp","Amphispiza_belli","Amphispiza belli",5739,"Bell's Sparrow","Emberizidae","Artemisiospiza","Artemisiospiza belli","Amphispiza","Amphispiza belli","Amphispiza_belli","belspa2",96071.9194547866
"Calamospiza_melanocorys_22721049.shp","Calamospiza_melanocorys","Calamospiza melanocorys",6050,"Lark Bunting","Emberizidae","Calamospiza","Calamospiza melanocorys",NA,NA,"Calamospiza_melanocorys","larbun",1603232.06660368
"Passerculus_sandwichensis_22721110.shp","Passerculus_sandwichensis","Passerculus sandwichensis",5420,"Savannah Sparrow","Emberizidae","Passerculus","Passerculus sandwichensis",NA,NA,"Passerculus_sandwichensis","savspa",2844235.52018752
"Ammodramus_savannarum_22721144.shp","Ammodramus_savannarum","Ammodramus savannarum",5460,"Grasshopper Sparrow","Emberizidae","Ammodramus","Ammodramus savannarum",NA,NA,"Ammodramus_savannarum","graspa",1545696.77265594
"Ammodramus_bairdii_22721141.shp","Ammodramus_bairdii","Ammodramus bairdii",5450,"Baird's Sparrow","Emberizidae","Ammodramus","Ammodramus bairdii",NA,NA,"Ammodramus_bairdii","baispa",2272003.84043724
"Ammodramus_henslowii_22721138.shp","Ammodramus_henslowii","Ammodramus henslowii",5470,"Henslow's Sparrow","Emberizidae","Ammodramus","Ammodramus henslowii",NA,NA,"Ammodramus_henslowii","henspa",1094350.70742601
"Ammodramus_leconteii_22721135.shp","Ammodramus_leconteii","Ammodramus leconteii",5480,"Le Conte's Sparrow","Emberizidae","Ammodramus","Ammodramus leconteii",NA,NA,"Ammodramus_leconteii",NA,2347297.44939632
"Ammodramus_nelsoni_22728393.shp","Ammodramus_nelsoni","Ammodramus nelsoni",5491,"Nelson's Sparrow","Emberizidae","Ammodramus","Ammodramus nelsoni",NA,NA,"Ammodramus_nelsoni","nstspa",2683222.20659721
"Ammodramus_caudacutus_22721129.shp","Ammodramus_caudacutus","Ammodramus caudacutus",5490,"Saltmarsh Sparrow","Emberizidae","Ammodramus","Ammodramus caudacutus",NA,NA,"Ammodramus_caudacutus","sstspa",618535.243350517
"Ammodramus_maritimus_22721123.shp","Ammodramus_maritimus","Ammodramus maritimus",5500,"Seaside Sparrow","Emberizidae","Ammodramus","Ammodramus maritimus",NA,NA,"Ammodramus_maritimus","seaspa",225875.3736819
"Passerella_iliaca_22721052.shp","Passerella_iliaca","Passerella iliaca",5850,"Fox Sparrow","Emberizidae","Passerella","Passerella iliaca",NA,NA,"Passerella_iliaca","foxspa",2989075.15936598
"Melospiza_melodia_22721058.shp","Melospiza_melodia","Melospiza melodia",5810,"Song Sparrow","Emberizidae","Melospiza","Melospiza melodia",NA,NA,"Melospiza_melodia","sonspa",980500.391491735
"Melospiza_lincolnii_22721064.shp","Melospiza_lincolnii","Melospiza lincolnii",5830,"Lincoln's Sparrow","Emberizidae","Melospiza","Melospiza lincolnii",NA,NA,"Melospiza_lincolnii","linspa",2808857.14906138
"Melospiza_georgiana_22721070.shp","Melospiza_georgiana","Melospiza georgiana",5840,"Swamp Sparrow","Emberizidae","Melospiza","Melospiza georgiana",NA,NA,"Melospiza_georgiana","swaspa",2040129.09986269
"Zonotrichia_albicollis_22721085.shp","Zonotrichia_albicollis","Zonotrichia albicollis",5580,"White-throated Sparrow","Emberizidae","Zonotrichia","Zonotrichia albicollis",NA,NA,"Zonotrichia_albicollis","whtspa",2011961.98230694
"Zonotrichia_querula_22721082.shp","Zonotrichia_querula","Zonotrichia querula",5530,"Harris's Sparrow","Emberizidae","Zonotrichia","Zonotrichia querula",NA,NA,"Zonotrichia_querula","harspa",3179664.96133862
"Zonotrichia_leucophrys_22721088.shp","Zonotrichia_leucophrys","Zonotrichia leucophrys",5540,"White-crowned Sparrow","Emberizidae","Zonotrichia","Zonotrichia leucophrys",NA,NA,"Zonotrichia_leucophrys","whcspa",2677542.56741899
"Zonotrichia_atricapilla_22721091.shp","Zonotrichia_atricapilla","Zonotrichia atricapilla",5570,"Golden-crowned Sparrow","Emberizidae","Zonotrichia","Zonotrichia atricapilla",NA,NA,"Zonotrichia_atricapilla","gocspa",2540597.91628775
"Junco_hyemalis_22735032.shp","Junco_hyemalis","Junco hyemalis",5660,"Dark-eyed Junco","Emberizidae","Junco","Junco hyemalis",NA,NA,"Junco_hyemalis",NA,1591010.9165519
"Junco_phaeonotus_22721107.shp","Junco_phaeonotus","Junco phaeonotus",5700,"Yellow-eyed Junco","Emberizidae","Junco","Junco phaeonotus",NA,NA,"Junco_phaeonotus","yeejun",0
"Piranga_flava_22722450.shp","Piranga_flava","Piranga flava",6090,"Hepatic Tanager","Cardinalidae","Piranga","Piranga flava",NA,NA,"Piranga_flava","heptan",579906.454742226
"Piranga_rubra_22722456.shp","Piranga_rubra","Piranga rubra",6100,"Summer Tanager","Cardinalidae","Piranga","Piranga rubra",NA,NA,"Piranga_rubra","sumtan",3469578.65731414
"Piranga_olivacea_22722466.shp","Piranga_olivacea","Piranga olivacea",6080,"Scarlet Tanager","Cardinalidae","Piranga","Piranga olivacea",NA,NA,"Piranga_olivacea","scatan",4825448.1949159
"Piranga_ludoviciana_22722471.shp","Piranga_ludoviciana","Piranga ludoviciana",6070,"Western Tanager","Cardinalidae","Piranga","Piranga ludoviciana",NA,NA,"Piranga_ludoviciana","westan",3763921.28670769
"Cardinalis_cardinalis_22723819.shp","Cardinalis_cardinalis","Cardinalis cardinalis",5930,"Northern Cardinal","Cardinalidae","Cardinalis","Cardinalis cardinalis",NA,NA,"Cardinalis_cardinalis","norcar",0
"Cardinalis_sinuatus_22723825.shp","Cardinalis_sinuatus","Cardinalis sinuatus",5940,"Pyrrhuloxia","Cardinalidae","Cardinalis","Cardinalis sinuatus",NA,NA,"Cardinalis_sinuatus","pyrrhu",0
"Pheucticus_ludovicianus_22723813.shp","Pheucticus_ludovicianus","Pheucticus ludovicianus",5950,"Rose-breasted Grosbeak","Cardinalidae","Pheucticus","Pheucticus ludovicianus",NA,NA,"Pheucticus_ludovicianus","robgro",4171350.37353972
"Pheucticus_melanocephalus_22723816.shp","Pheucticus_melanocephalus","Pheucticus melanocephalus",5960,"Black-headed Grosbeak","Cardinalidae","Pheucticus","Pheucticus melanocephalus",NA,NA,"Pheucticus_melanocephalus","bkhgro",2018523.92141854
"Passerina_caerulea_22723939.shp","Passerina_caerulea","Passerina caerulea",5970,"Blue Grosbeak","Cardinalidae","Passerina","Passerina caerulea",NA,NA,"Passerina_caerulea","blugrb1",1755067.50061994
"Passerina_amoena_22723948.shp","Passerina_amoena","Passerina amoena",5990,"Lazuli Bunting","Cardinalidae","Passerina","Passerina amoena",NA,NA,"Passerina_amoena","lazbun",2302308.88074584
"Passerina_cyanea_22723951.shp","Passerina_cyanea","Passerina cyanea",5980,"Indigo Bunting","Cardinalidae","Passerina","Passerina cyanea",NA,NA,"Passerina_cyanea","indbun",2417276.61209221
"Passerina_versicolor_22723954.shp","Passerina_versicolor","Passerina versicolor",6000,"Varied Bunting","Cardinalidae","Passerina","Passerina versicolor",NA,NA,"Passerina_versicolor","varbun",489225.601814942
"Passerina_ciris_22723957.shp","Passerina_ciris","Passerina ciris",6010,"Painted Bunting","Cardinalidae","Passerina","Passerina ciris",NA,NA,"Passerina_ciris","paibun",1731250.51202769
"Spiza_americana_22723796.shp","Spiza_americana","Spiza americana",6040,"Dickcissel","Cardinalidae","Spiza","Spiza americana",NA,NA,"Spiza_americana","dickci",4039702.75785059
"Dolichonyx_oryzivorus_22724367.shp","Dolichonyx_oryzivorus","Dolichonyx oryzivorus",4940,"Bobolink","Icteridae","Dolichonyx","Dolichonyx oryzivorus",NA,NA,"Dolichonyx_oryzivorus","boboli",8122701.59148154
"Agelaius_phoeniceus_22724191.shp","Agelaius_phoeniceus","Agelaius phoeniceus",4980,"Red-winged Blackbird","Icteridae","Agelaius","Agelaius phoeniceus",NA,NA,"Agelaius_phoeniceus","rewbla",917052.921759842
"Agelaius_tricolor_22724196.shp","Agelaius_tricolor","Agelaius tricolor",5000,"Tricolored Blackbird","Icteridae","Agelaius","Agelaius tricolor",NA,NA,"Agelaius_tricolor","tribla",16863.5867541025
"Sturnella_magna_22735434.shp","Sturnella_magna","Sturnella magna",5010,"Eastern Meadowlark","Icteridae","Sturnella","Sturnella magna",NA,NA,"Sturnella_magna","easmea",509937.516541788
"Sturnella_neglecta_22724256.shp","Sturnella_neglecta","Sturnella neglecta",5011,"Western Meadowlark","Icteridae","Sturnella","Sturnella neglecta",NA,NA,"Sturnella_neglecta","wesmea",874688.049812882
"Xanthocephalus_xanthocephalus_22724169.shp","Xanthocephalus_xanthocephalus","Xanthocephalus xanthocephalus",4970,"Yellow-headed Blackbird","Icteridae","Xanthocephalus","Xanthocephalus xanthocephalus",NA,NA,"Xanthocephalus_xanthocephalus","yehbla",2150118.19309189
"Euphagus_carolinus_22724329.shp","Euphagus_carolinus","Euphagus carolinus",5090,"Rusty Blackbird","Icteridae","Euphagus","Euphagus carolinus",NA,NA,"Euphagus_carolinus","rusbla",2907320.3664756
"Euphagus_cyanocephalus_22724332.shp","Euphagus_cyanocephalus","Euphagus cyanocephalus",5100,"Brewer's Blackbird","Icteridae","Euphagus","Euphagus cyanocephalus",NA,NA,"Euphagus_cyanocephalus","brebla",1577171.11302275
"Quiscalus_quiscula_22724320.shp","Quiscalus_quiscula","Quiscalus quiscula",5110,"Common Grackle","Icteridae","Quiscalus","Quiscalus quiscula",NA,NA,"Quiscalus_quiscula","comgra",958550.659359939
"Quiscalus_major_22724311.shp","Quiscalus_major","Quiscalus major",5130,"Boat-tailed Grackle","Icteridae","Quiscalus","Quiscalus major",NA,NA,"Quiscalus_major","botgra",31844.1958967788
"Quiscalus_mexicanus_22724308.shp","Quiscalus_mexicanus","Quiscalus mexicanus",5120,"Great-tailed Grackle","Icteridae","Quiscalus","Quiscalus mexicanus",NA,NA,"Quiscalus_mexicanus","grtgra",0
"Molothrus_bonariensis_22724345.shp","Molothrus_bonariensis","Molothrus bonariensis",4961,"Shiny Cowbird","Icteridae","Molothrus","Molothrus bonariensis",NA,NA,"Molothrus_bonariensis","shicow",0
"Molothrus_aeneus_22724349.shp","Molothrus_aeneus","Molothrus aeneus",4960,"Bronzed Cowbird","Icteridae","Molothrus","Molothrus aeneus",NA,NA,"Molothrus_aeneus","brocow",295007.837935436
"Molothrus_ater_22724354.shp","Molothrus_ater","Molothrus ater",4950,"Brown-headed Cowbird","Icteridae","Molothrus","Molothrus ater",NA,NA,"Molothrus_ater","bnhcow",1174220.09770508
"Icterus_spurius_22724134.shp","Icterus_spurius","Icterus spurius",5060,"Orchard Oriole","Icteridae","Icterus","Icterus spurius",NA,NA,"Icterus_spurius","orcori",2679961.63852233
"Icterus_cucullatus_22724131.shp","Icterus_cucullatus","Icterus cucullatus",5050,"Hooded Oriole","Icteridae","Icterus","Icterus cucullatus",NA,NA,"Icterus_cucullatus","hooori",1319520.39164125
"Icterus_bullockii_22729123.shp","Icterus_bullockii","Icterus bullockii",5080,"Bullock's Oriole","Icteridae","Icterus","Icterus bullockii",NA,NA,"Icterus_bullockii","bulori",2293106.93552153
"Icterus_pectoralis_22724105.shp","Icterus_pectoralis","Icterus pectoralis",5032,"Spot-breasted Oriole","Icteridae","Icterus","Icterus pectoralis",NA,NA,"Icterus_pectoralis",NA,0
"Icterus_gularis_22724108.shp","Icterus_gularis","Icterus gularis",5031,"Altamira Oriole","Icteridae","Icterus","Icterus gularis",NA,NA,"Icterus_gularis","altori",0
"Icterus_graduacauda_22724081.shp","Icterus_graduacauda","Icterus graduacauda",5030,"Audubon's Oriole","Icteridae","Icterus","Icterus graduacauda",NA,NA,"Icterus_graduacauda","audori",0
"Icterus_galbula_22724126.shp","Icterus_galbula","Icterus galbula",5070,"Baltimore Oriole","Icteridae","Icterus","Icterus galbula",NA,NA,"Icterus_galbula","balori",3184064.56916155
"Icterus_parisorum_22724160.shp","Icterus_parisorum","Icterus parisorum",5040,"Scott's Oriole","Icteridae","Icterus","Icterus parisorum",NA,NA,"Icterus_parisorum","scoori",818312.615402085
"Archilochus_alexandri_22688196.shp","Archilochus_alexandri","Archilochus alexandri",4290,"Black-chinned Hummingbird","Trochilidae","Archilochus","Archilochus alexandri",NA,NA,"Archilochus_alexandri",NA,1859106.12190137
"Calypte_anna_22688199.shp","Calypte_anna","Calypte anna",4310,"Anna's Hummingbird","Trochilidae","Calypte","Calypte anna",NA,NA,"Calypte_anna",NA,323797.022618012
"Calypte_costae_22688202.shp","Calypte_costae","Calypte costae",4300,"Costa's Hummingbird","Trochilidae","Calypte","Calypte costae",NA,NA,"Calypte_costae",NA,208350.932379821
"Selasphorus_platycercus_22688293.shp","Selasphorus_platycercus","Selasphorus platycercus",4320,"Broad-tailed Hummingbird","Trochilidae","Selasphorus","Selasphorus platycercus",NA,NA,"Selasphorus_platycercus",NA,1231089.74106993
"Selasphorus_rufus_22688296.shp","Selasphorus_rufus","Selasphorus rufus",4330,"Rufous Hummingbird","Trochilidae","Selasphorus","Selasphorus rufus",NA,NA,"Selasphorus_rufus",NA,3473630.73414348
"Selasphorus_sasin_22688299.shp","Selasphorus_sasin","Selasphorus sasin",4340,"Allen's Hummingbird","Trochilidae","Selasphorus","Selasphorus sasin",NA,NA,"Selasphorus_sasin",NA,2860772.31247592
"Selasphorus_calliope_22688232.shp","Selasphorus_calliope","Selasphorus calliope",4360,"Calliope Hummingbird","Trochilidae","Selasphorus","Selasphorus calliope",NA,NA,"Selasphorus_calliope",NA,3283146.28093942
"Cynanthus_latirostris_22725767.shp","Cynanthus_latirostris","Cynanthus latirostris",4410,"Broad-billed Hummingbird","Trochilidae","Cynanthus","Cynanthus latirostris",NA,NA,"Cynanthus_latirostris",NA,316631.544106053
"Amazilia_yucatanensis_22687606.shp","Amazilia_yucatanensis","Amazilia yucatanensis",4390,"Buff-bellied Hummingbird","Trochilidae","Amazilia","Amazilia yucatanensis",NA,NA,"Amazilia_yucatanensis",NA,331091.570674294
"Amazilia_violiceps_22687624.shp","Amazilia_violiceps","Amazilia violiceps",4391,"Violet-crowned Hummingbird","Trochilidae","Amazilia","Amazilia violiceps",NA,NA,"Amazilia_violiceps",NA,258217.723636474
"Porphyrio_porphyrio_22692792.shp","Porphyrio_porphyrio","Porphyrio porphyrio",21930,"Purple Swamphen","Rallidae","Porphyrio","Porphyrio porphyrio",NA,NA,"Porphyrio_porphyrio",NA,35933.5292646322
"Trogon_elegans_22726830.shp","Trogon_elegans","Trogon elegans",3890,"Elegant Trogon","Trogonidae","Trogon","Trogon elegans",NA,NA,"Trogon_elegans",NA,0
"Melanerpes_lewis_22680801.shp","Melanerpes_lewis","Melanerpes lewis",4080,"Lewis's Woodpecker","Picidae","Melanerpes","Melanerpes lewis",NA,NA,"Melanerpes_lewis",NA,652729.451207822
"Melanerpes_erythrocephalus_22680810.shp","Melanerpes_erythrocephalus","Melanerpes erythrocephalus",4060,"Red-headed Woodpecker","Picidae","Melanerpes","Melanerpes erythrocephalus",NA,NA,"Melanerpes_erythrocephalus",NA,553736.158869904
"Melanerpes_formicivorus_22680813.shp","Melanerpes_formicivorus","Melanerpes formicivorus",4070,"Acorn Woodpecker","Picidae","Melanerpes","Melanerpes formicivorus",NA,NA,"Melanerpes_formicivorus",NA,1447.52959861549
"Melanerpes_uropygialis_22680853.shp","Melanerpes_uropygialis","Melanerpes uropygialis",4110,"Gila Woodpecker","Picidae","Melanerpes","Melanerpes uropygialis",NA,NA,"Melanerpes_uropygialis",NA,0
"Melanerpes_aurifrons_22680862.shp","Melanerpes_aurifrons","Melanerpes aurifrons",4100,"Golden-fronted Woodpecker","Picidae","Melanerpes","Melanerpes aurifrons",NA,NA,"Melanerpes_aurifrons",NA,0
"Melanerpes_carolinus_22680856.shp","Melanerpes_carolinus","Melanerpes carolinus",4090,"Red-bellied Woodpecker","Picidae","Melanerpes","Melanerpes carolinus",NA,NA,"Melanerpes_carolinus",NA,0
"Sphyrapicus_thyroideus_22680877.shp","Sphyrapicus_thyroideus","Sphyrapicus thyroideus",4040,"Williamson's Sapsucker","Picidae","Sphyrapicus","Sphyrapicus thyroideus",NA,NA,"Sphyrapicus_thyroideus",NA,1174958.99581839
"Sphyrapicus_varius_22680868.shp","Sphyrapicus_varius","Sphyrapicus varius",4020,"Yellow-bellied Sapsucker","Picidae","Sphyrapicus","Sphyrapicus varius",NA,NA,"Sphyrapicus_varius",NA,2858853.90783952
"Sphyrapicus_nuchalis_22680871.shp","Sphyrapicus_nuchalis","Sphyrapicus nuchalis",4021,"Red-naped Sapsucker","Picidae","Sphyrapicus","Sphyrapicus nuchalis",NA,NA,"Sphyrapicus_nuchalis",NA,1466501.61956729
"Sphyrapicus_ruber_22680874.shp","Sphyrapicus_ruber","Sphyrapicus ruber",4030,"Red-breasted Sapsucker","Picidae","Sphyrapicus","Sphyrapicus ruber",NA,NA,"Sphyrapicus_ruber",NA,601030.700581525
