"aou","species_code","climate_vol","ssi","shannonE_diet","mean_area","mean_occ","Trend","logMass","log_Brange_Area","Brange_Area_km2","overlap"
6620,"bkbwar",0.195838062708102,1.70320990897416,0.217322011273649,-0.180291076765539,0.00319670421360033,0.255,1,6.305649068,2021385.135,0.614448758046792
6590,"chswar",0.201834344255514,1.59298248705474,0.277528010406445,0.110963437273593,-0.0016020374630299,-1.207,0.989004616,6.383106038,2416050.671,0.73222716224005
6710,"pinwar",0.598288672858358,1.30971289515863,0.40843137199002,0.347653627610209,0.169819496742574,0.959,1.079181246,6.376070813,2377227.871,0.959003182278587
6630,"yetwar",0.182675123688546,1.47036029222265,0,0.0664856306613215,-0.00501569037656904,0.877,0.954242509,6.285387663,1929246.244,0.631953100810559
6730,"prawar",0.307414505392035,1.5157239679175,0.277528010406445,0.0400666640619311,-0.0797099197099197,-1.84,0.916453949,6.194668078,1565554.095,0.870063135325875
6670,"btnwar",0.317929677589715,1.52940577515458,0.412697251504221,0.74299107572971,0.00351434140907825,0.257,0.954242509,6.51960662,3308313.219,0.648229516754302
6830,"yebcha",1.67335017768987,0.935136314393677,0.217322011273649,-0.0109029321972829,-0.0352369931704218,-0.642,1.423245874,6.7887435,6148136.484,0.735308274917353
5880,"spotow",1.95262558196737,1.15468332429001,0.447172622283296,-0.0941113337576801,-0.0139,-0.265,1.62324929,6.549208642,3541674.478,0.861508147645836
5780,"casspa",0.764370916303456,1.92493939157985,0.389972873353915,-0.105186252343603,-0.0352063492063492,-0.353,1.278753601,6.308345488,2033974.428,0.679035418830893
5610,"clcspa",0.401052835556514,1.3104504312795,0.412697251504221,0.190419320277344,0.0206804311420319,-1.278,1.079181246,6.50621958,3207890.831,0.706696037305334
5620,"brespa",1.03799332379664,2.06346256449299,0.301029995663981,0.777524321394977,0.0347826086956522,-1.332,1.041392685,6.508100061,3221811.005,0.793945862200152
5630,"fiespa",0.455652547651028,1.51452623442181,0.292285253238629,-0.0449061552939521,-0.0119255623721881,-2.301,1.113943352,6.601432693,3994226.54,0.975676758965983
5400,"vesspa",0.981308741176713,1.65315597316693,0.301029995663981,-0.106412049701247,-0.0234838129496403,-1.008,1.431363764,6.867838277,7376295.004,0.808242726471846
5520,"larspa",1.05863188037567,1.41669263306883,0.265294995574121,0.0895071961087648,0.0353679653679654,-0.763,1.462397998,6.748255621,5600871.659,0.79317490588497
5730,"bktspa",1.6602973863738,2.39347318698558,0.301029995663981,-0.131239566783635,-0.0273636363636364,-1.22,1.146128036,6.453255803,2839591.079,0.64377357694568
6050,"larbun",0.378224313448215,2.77456688266146,0.389972873353915,-0.391235006251278,-0.0629925925925926,-3.43,1.579783597,6.261485459,1825935.611,0.780319140305505
5420,"savspa",1.41715863121371,0.711988009066209,0.55583362792012,0.0843755603832232,-0.00735989375830013,-1.534,1.328990855,7.137790622,13733796.93,0.517041057774687
5460,"graspa",0.946336722875499,1.8498094727038,0.292285253238629,0.0540764297724682,-0.134836734828801,-2.766,1.230448921,6.717017952,5212162.552,0.739494998494809
5810,"sonspa",1.47856993868142,0.919682095295494,0.472903250637018,0.437985349160257,0.0204412121212121,-0.691,1.328990855,7.012247885,10286032.34,0.749587221103233
5840,"swaspa",0.436563442471213,0.898568648890207,0.472903250637018,0.221949702329609,0.0070523988206915,1.022,1.230448921,6.778985833,6011541.266,0.631114926118811
5580,"whtspa",0.363936853766151,0.96065541386175,0.530102999566398,-0.0833074366409876,-0.00691688498084888,-1.182,1.413299764,6.751273567,5639928.1,0.670615278290042
6080,"scatan",0.272262113491851,1.69686065505645,0.277528010406445,-0.104144767496159,-0.0216776978596782,-0.312,1.462397998,6.415236934,2601578.498,0.562100766085273
6070,"westan",1.11700110120278,0.987134118826806,0.217322011273649,-0.0234897045343008,0.0100250626566416,1,1.447158031,6.562507974,3651808.32,0.59118086535932
5930,"norcar",1.09915103533359,1.01762414735512,0.348225372857224,0.0787410699470091,0.0473488488697614,0.229,1.674401813,6.766041133,5835003.662,0.800177305561474
5950,"robgro",0.551279944566927,1.40168573796246,0.530102999566398,-0.0484144343108609,-0.0148998699609883,-0.869,1.662757832,6.575975011,3766821.246,0.678399623006888
5960,"bkhgro",1.67916387375353,1.00084475370703,0.348225372857224,0.0818383653416618,0.0294516129032258,0.478,1.62838893,6.655234144,4520996.22,0.752301379249483
5970,"blugrb1",1.61244550940453,1.06589147942598,0.55583362792012,0.241460059886115,0.0263715846994536,0.756,1.45484486,6.724217559,5299288.448,0.627131151112328
5990,"lazbun",0.91137881302422,1.45358168033293,0.301029995663981,1.16983206507057,0.0527884615384615,0.299,1.190331698,6.450133951,2819252.347,0.768027475619206
5980,"indbun",1.09243322648878,1.28986457558888,0,-0.0597079509378532,-0.00286042183622829,-0.815,1.176091259,6.767877254,5859725.256,0.793538431695038
4980,"rewbla",2.2652995830801,0.925534530607289,0.301029995663981,-0.0397920157541253,-0.0190513075873262,-0.911,1.72427587,7.13444269,13628331.55,0.703378384205915
5010,"easmea",1.11948523942145,1.14841751177044,0.348225372857224,-0.0252961962673296,-0.0700840840840841,-3.127,2.008600172,6.862746162,7290312.794,0.611508269913756
5011,"wesmea",1.60227090939199,1.83520611982536,0.301029995663981,-0.134464120779504,-0.0644038159493064,-1.168,2.049218023,6.826661564,6709058.273,0.821873842639749
4970,"yehbla",1.01620771390471,1.9194598011859,0,-0.451166639271682,-0.0146235401527265,-0.323,1.809559715,6.676374585,4746512.021,0.787950734773872
5100,"brebla",1.18935734416665,1.54943244176936,0,-0.096488314137368,-0.0136915092520395,-2.207,1.799340549,6.721592672,5267356.001,0.785408422030735
5120,"grtgra",2.96737000149251,1.50689981536076,0.217322011273649,1.38373760868918,0.0100455580865604,2.345,2.188928484,6.69999667,5011833.902,0.544399279519555
4950,"bnhcow",2.01188855665619,0.92346878411181,0.292285253238629,0.00497786529136605,-0.0167794759825328,-0.73,1.653212514,7.050372088,11229801.72,0.788765425648726
5060,"orcori",0.603817610290381,1.23330555210269,0.55583362792012,0.191025788556147,-0.00110412033127574,-0.877,1.290034611,6.6802312,4788849.622,0.65370257258234
5080,"bulori",1.37984667241033,1.46117512747568,0.389972873353915,-0.0266469790775139,0.000721030042918455,-0.716,1.534660576,6.582471564,3823592.176,0.652095977861696
5070,"balori",1.41036734857848,1.64004784797915,0.412697251504221,-0.16366134527102,-0.0755196815568333,-1.314,1.534660576,6.67229387,4702121.747,0.650881750512744
