"rownames","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"a[20,1]",-1.23583178570832,0.00431385877118168,0.277767253123217,-1.81094578161055,-1.41608026666307,-1.22121894084493,-1.04442453947895,-0.735972533989808,4146.0090170748,1.00078201526779
"a[20,2]",1.36003914907003,0.00192761073134415,0.16929300307428,1.02512415907656,1.24879171140323,1.36549904442185,1.47415305147819,1.67873777129233,7713.28444188939,0.999294567180455
"a[21,1]",0.0042836760820241,0.00305647908579845,0.161842176432049,-0.319629107558103,-0.105793354944527,0.00759165629261363,0.113454501711045,0.311049032735644,2803.75824286439,1.00098498779079
"a[21,2]",2.39836539737533,0.00115715085068856,0.090773308647769,2.21748024183567,2.33970464827366,2.39999223792227,2.4578150265144,2.57464933501133,6153.70075335626,0.99990529464379
"a[22,1]",-0.311006908178603,0.00322353511057572,0.177104200207049,-0.657180225736057,-0.43320992698837,-0.308476548751741,-0.188100370387949,0.0331816763150165,3018.51203899686,1.00056213965759
"a[22,2]",1.95892462253758,0.00128416142472517,0.11072089790464,1.73347458073131,1.88844135626257,1.96049703645893,2.03086628035345,2.17219841864617,7433.95552309303,0.999209854776068
"a[23,1]",-0.925252670563068,0.0037063408666144,0.24216053612432,-1.42537501199641,-1.0841285654416,-0.912345305542835,-0.758111107860099,-0.466092128225986,4268.90040252576,0.999604837386874
"a[23,2]",1.87711107387195,0.00129076929266652,0.114107841287388,1.64074764036587,1.80256378264837,1.87916744630859,1.95418229620088,2.09635011939875,7815.08541039889,0.999970489762822
"a[24,1]",-0.351804679205342,0.00330328181378627,0.187657823482119,-0.720941712953907,-0.481773029973332,-0.346720395945768,-0.219127497818846,0.00870346973932262,3227.32050379658,1.0003437309825
"a[24,2]",2.07353592001766,0.00119632225128781,0.103488961924852,1.86600293052385,2.00475235243692,2.0750776363879,2.14540766538474,2.27178411060506,7483.27491246589,0.999385206925765
"a[25,1]",-1.65623261528523,0.00406615300361599,0.29707293834666,-2.27524355669845,-1.85199567503114,-1.64639559973333,-1.44772584246978,-1.11298418937023,5337.75640936052,0.999570372809869
"a[25,2]",1.8566988082269,0.00130376499015684,0.105992733271148,1.64751187429565,1.78531186503317,1.85730953589664,1.93011353364469,2.06078020124114,6609.27090834342,0.999383833110801
"a[26,1]",-1.49500012208924,0.00531714639146646,0.346282175069077,-2.22570778420598,-1.71272241287074,-1.47750045144925,-1.25728807453401,-0.852249841657656,4241.33951388523,1.00021399838039
"a[26,2]",1.73522312405592,0.00175974923452799,0.144372308158674,1.45186909387893,1.6388164002597,1.73905525371019,1.83573979581613,2.01027805701285,6730.79292789487,0.999907402897135
"a[27,1]",0.286080061866112,0.00308238429936526,0.140520643615186,0.00483900808510757,0.194167314713473,0.288183304944947,0.379438651808966,0.55381505022279,2078.29260765139,1.00246851136314
"a[27,2]",2.84330903039646,0.000875213692640978,0.0713764438666484,2.70313026543898,2.795980047714,2.8432890479958,2.89113689255284,2.98147544201405,6650.91819605907,0.999477022152887
"a[28,1]",0.0813132121982482,0.00291978997293729,0.155964621828555,-0.222818914096109,-0.0237266249814862,0.0816196675779852,0.191088872101659,0.379580461150464,2853.31005895476,1.00100925709976
"a[28,2]",2.38045998694748,0.00117545638780729,0.0995723535301891,2.18895234544231,2.31334585153983,2.38045142265267,2.44982808723508,2.56759177270056,7175.70380744782,0.999903436104969
"a[29,1]",0.448374454261454,0.00293524711624108,0.136510306687694,0.177984039900119,0.356514995740683,0.446884322347094,0.541590526980966,0.71427568414286,2162.9254193047,1.00074786121598
"a[29,2]",2.8154957826169,0.000958438028261231,0.0771968801443444,2.66258608095872,2.76466060754732,2.81546950454874,2.86819630004484,2.96372968280047,6487.41116524062,0.999461248436779
"a[30,1]",-1.19982213248198,0.00415221999863335,0.278251048880888,-1.77044637290224,-1.38361099175688,-1.18415239336026,-1.00949010186231,-0.70070585552026,4490.68826827356,1.00001833707605
"a[30,2]",2.03079578495244,0.00120789673415449,0.111195176461778,1.79914013231977,1.95897026286015,2.0328671519552,2.10582359371637,2.24557086185545,8474.46484983341,0.999468888795953
"a[31,1]",-0.628269619140215,0.0034701388105499,0.253188918428761,-1.14432714268681,-0.79258892015472,-0.620407653034148,-0.457247720584319,-0.145002755964914,5323.48079983958,0.999322136502917
"a[31,2]",1.77490903720165,0.00154309947089685,0.146846282866167,1.47371443880094,1.67880368731007,1.77671574063165,1.87868983048387,2.05014006609956,9056.03454757076,0.99956612906989
"a[32,1]",-1.14797463869264,0.00423967925516687,0.278739720679577,-1.74241543004465,-1.32187888393187,-1.13662986729355,-0.961527667900014,-0.628953420134158,4322.46730312288,1.00046901701207
"a[32,2]",1.9909188156155,0.00124779065621199,0.113588985519466,1.76515216944285,1.91514215578604,1.99114884447972,2.06951423873664,2.20563829546644,8286.84056378886,0.999560528977515
"a[33,1]",-2.230224741918,0.00559405891706688,0.391278922912196,-3.0751481039972,-2.47278716396255,-2.2056224174276,-1.96174457019505,-1.52897527035659,4892.3648411688,0.99987840760085
"a[33,2]",1.80110029456149,0.00140892442189468,0.121975064133816,1.56173191806428,1.71762480809882,1.80238303213177,1.88668646736784,2.03358970183145,7494.91507142296,0.999839915878771
"a[34,1]",-1.7691491667877,0.00553098151279285,0.396503076517502,-2.59539769699823,-2.01930475448058,-1.74751983283308,-1.49466425487463,-1.05926137137499,5139.11941324056,0.99995846103558
"a[34,2]",0.824234750847242,0.00240450286585687,0.214089310187945,0.375109773251982,0.689703006446358,0.834057339729306,0.966216829288217,1.22076314688592,7927.55689546428,0.999322933349798
"a_bar[1]",1.00253140611246,0.0057428802174966,0.497308267823531,0.0402135044203342,0.662241601311761,1.00184354031942,1.34814880430857,1.98745283188347,7498.80124647601,0.999880916011679
"a_bar[2]",0.446899712557551,0.00281149690096545,0.194674330575858,0.0670395061650173,0.317493352406968,0.45013028415543,0.575365484392861,0.823906423093412,4794.48717958344,1.0001256506333
"sigma_a",1.74052775770889,0.00277202498683032,0.165532131534421,1.45062841828713,1.62586762680358,1.72769143960903,1.84433111497876,2.09504285750041,3565.90963663948,1.00026010742631
"gamma_b",-0.00589127828685817,0.00198043347185012,0.117048090552825,-0.256261154463822,-0.0645332896555937,-0.00667009074187694,0.0553945244422537,0.231763319419534,3493.07693338892,0.999497160038959
"sig_b",0.263065860779237,0.00574851725026297,0.299863950180313,0.0430182347395967,0.095914381457709,0.167761798051623,0.305792957758142,1.07979704106851,2721.05197686404,1.00136853085234
"lp__",993.500967603955,0.166025220723245,6.0982474151757,980.799551130059,989.511902096459,993.789857292055,997.801020338874,1004.43338865735,1349.15531365788,1.00120046068553
