"common_name","sp_id","sample_size","pch_scale","ebird_code","ebirdst_association_forest","ebirdst_association_grassland","City","Sample","UAI","SD","scale_UAI","scale_eaforest","scale_eagrassland"
"Eastern Bluebird",20,136,5.41265488573605,"easblu",0.122930584707877,0.131921297196562,"Charlotte_US",36429,1.908389189,1.152707311,0.41574706597041,-0.292041801123461,-0.556089309011248
"Eastern Kingbird",21,136,5.41265488573605,"easkin",0.100694695998708,0.151910489560437,"Charlotte_US",4543,1.525615366,1.222682117,-0.484368124454943,-0.540843569464793,-0.0604170940747619
"Eastern Meadowlark",22,136,5.41265488573605,"easmea",0.0900099718000044,0.216360109530507,"Charlotte_US",5002,1.140157102,1.203298346,-1.39079593600721,-0.660397067399898,1.53774081550206
"Eastern Phoebe",23,136,5.41265488573605,"easpho",0.140775124036128,0.13499841578731,"Charlotte_US",22941,1.993141684,1.22431473,0.615047549943027,-0.0923757118488491,-0.479785966698391
"Eastern Towhee",24,136,5.41265488573605,"eastow",0.179763108598074,0.104999863548021,"Charlotte_US",26706,2.058724155,1.19326501,0.769268593352075,0.343868579078762,-1.22366038456676
"Eastern Wood-Pewee",25,136,5.41265488573605,"eawpew",0.200340071564859,0.118407464618047,"Charlotte_US",5029,1.472987894,1.278670104,-0.608124724657159,0.574108298308834,-0.891191958710041
"European Starling",26,136,5.41265488573605,"eursta",0.102319072965832,0.223913858264976,"Charlotte_US",15651,2.405219084,1.157944175,1.58407182768467,-0.522668093451247,1.72505120294195
"Field Sparrow",27,136,5.41265488573605,"fiespa",0.113601795419317,0.115441454687358,"Charlotte_US",9669,1.570051425,1.179049255,-0.379874114402074,-0.396423474455021,-0.96474013840164
"Fish Crow",28,136,5.41265488573605,"fiscro",0.12590258354988,0.10391124086444,"Charlotte_US",8472,2.097529693,1.202703676,0.860522101631892,-0.258787516706494,-1.25065497279113
"Grasshopper Sparrow",29,136,5.41265488573605,"graspa",0.0596372317681011,0.260597896312696,"Charlotte_US",1017,0.968791001,1.259327275,-1.79377341608966,-1.00024367880127,2.63470568326948
"Gray Catbird",30,136,5.41265488573605,"grycat",0.111103597454134,0.150590413030802,"Charlotte_US",6764,2.399479954,1.14116002,1.57057592545098,-0.424376306902323,-0.093151045773199
"Great Crested Flycatcher",31,136,5.41265488573605,"grcfly",0.123415285820026,0.132919486854425,"Charlotte_US",5999,1.877191176,1.312587031,0.342383100816534,-0.286618384259086,-0.531337189484207
"Hairy Woodpecker",32,136,5.41265488573605,"haiwoo",0.139172257990946,0.141303583962819,"Charlotte_US",5005,1.730016062,1.152390977,-0.00370784846967879,-0.110310497890979,-0.323436644614238
"Hooded Warbler",33,136,5.41265488573605,"hoowar",0.411348535470787,0.084123593240897,"Charlotte_US",1151,1.415665973,1.388362142,-0.742920598189143,2.93512384580682,-1.74132948066519
"House Finch",34,136,5.41265488573605,"houfin",0.0735167996029342,0.185030868945583,"Charlotte_US",34091,2.191716914,1.097248213,1.08200889950535,-0.844942441855611,0.760869304621416
"House Sparrow",35,136,5.41265488573605,"houspa",0.0524587395160419,0.220724025832743,"Charlotte_US",6337,2.674574215,1.034596618,2.21747628343323,-1.0805652521684,1.645952894307
"Indigo Bunting",36,136,5.41265488573605,"indbun",0.139846751046356,0.12842055793731,"Charlotte_US",7159,1.513170743,1.193492625,-0.513632388436277,-0.102763461336026,-0.642897177531464
"Mourning Dove",37,136,5.41265488573605,"moudov",0.0858195230721176,0.213760350773455,"Charlotte_US",41085,1.927705442,1.172780022,0.461170372640467,-0.707284829219465,1.47327457004547
"Northern Bobwhite",38,136,5.41265488573605,"norbob",0.0873874578736932,0.192069669955489,"Charlotte_US",664,0.588206286,0.692366143,-2.68874079011305,-0.689740895789224,0.935410527876768
"Northern Cardinal",39,136,5.41265488573605,"norcar",0.0597753781468608,0.182767740675087,"Charlotte_US",61272,2.017894152,1.144553337,0.673254436382379,-0.998697931573672,0.70475048890831
"Northern Flicker",40,136,5.41265488573605,"norfli",0.121992100810305,0.149547171463273,"Charlotte_US",10865,1.875570252,1.244943381,0.338571402556998,-0.302542683563096,-0.119020317981787
"Northern House Wren",41,136,5.41265488573605,"y01309",0.0505495625696966,0.190560393408533,"Charlotte_US",3928,2.412905636,1.110904313,1.60214720745586,-1.10192741162782,0.897984981343265
"Northern Mockingbird",42,136,5.41265488573605,"normoc",0.0908038850920926,0.210454040068023,"Charlotte_US",34679,2.119903216,1.191172836,0.913134758782251,-0.651513814134659,1.39128794843531
"Northern Parula",43,136,5.41265488573605,"norpar",0.308112996629247,0.110149179911423,"Charlotte_US",5102,1.857067201,1.293045877,0.295060388288097,1.78000092918357,-1.09597273211968
"Northern Rough-winged Swallow",44,136,5.41265488573605,"nrwswa",0.058085272634769,0.144634973676862,"Charlotte_US",4548,2.007888136,1.216265986,0.649724700397169,-1.01760885731142,-0.24082813856171
"Orchard Oriole",45,136,5.41265488573605,"orcori",0.0719471988988775,0.14502326009469,"Charlotte_US",1781,1.272317546,1.186213031,-1.08001286760037,-0.862505015399077,-0.231199796142915
"Ovenbird",46,136,5.41265488573605,"ovenbi1",0.340299251625188,0.125102790920267,"Charlotte_US",1959,1.789277239,1.445120896,0.135648299769814,2.1401393191537,-0.72516788142208
"Pileated Woodpecker",47,136,5.41265488573605,"pilwoo",0.248355730306489,0.138430916302813,"Charlotte_US",5572,1.236243901,1.139349163,-1.16484216858031,1.11136502590099,-0.394670215030264
"Pine Warbler",48,136,5.41265488573605,"pinwar",0.256270781752952,0.110005992759856,"Charlotte_US",16577,1.691423121,1.162667817,-0.0944614223818883,1.19992810616054,-1.0995233454349
"Prairie Warbler",49,136,5.41265488573605,"prawar",0.263232944971939,0.094952756754198,"Charlotte_US",1363,0.970526822,0.950078091,-1.78969153076711,1.27782913107665,-1.47279859823455
"Purple Martin",50,136,5.41265488573605,"purmar",0.0780366656422575,0.149305881015157,"Charlotte_US",1695,1.256823231,1.120697271,-1.11644866194865,-0.794368764411999,-0.125003599781447
"Red-bellied Woodpecker",51,136,5.41265488573605,"rebwoo",0.113560229154456,0.168331757645384,"Charlotte_US",38482,1.899075687,1.182343396,0.393845817445751,-0.396888567635511,0.346781264696428
"Red-eyed Vireo",52,136,5.41265488573605,"reevir1",0.222057526578417,0.125362667737616,"Charlotte_US",7843,1.790417068,1.28578689,0.138328674800025,0.817109209219962,-0.71872371322753
"Red-headed Woodpecker",53,136,5.41265488573605,"rehwoo",0.0924209579827009,0.137674177691223,"Charlotte_US",3400,1.462107336,1.30859767,-0.633710997666492,-0.63342006488171,-0.413435070403444
"Red-winged Blackbird",54,136,5.41265488573605,"rewbla",0.0856574621529845,0.169371978987737,"Charlotte_US",9658,2.039690178,1.219798913,0.724509075322267,-0.709098160981767,0.372575644349312
"Ruby-throated Hummingbird",55,136,5.41265488573605,"rthhum",0.154507227814521,0.13162920139192,"Charlotte_US",10490,1.832861977,1.186847218,0.238140378347793,0.0612755205258674,-0.563332411775231
"Scarlet Tanager",56,136,5.41265488573605,"scatan",0.4000376897129,0.0961319340950926,"Charlotte_US",2631,1.897257226,1.327746239,0.38956959929565,2.80856454958054,-1.44355852521287
"Song Sparrow",57,136,5.41265488573605,"sonspa",0.135143771385675,0.147854817406542,"Charlotte_US",18197,2.148172976,1.189833715,0.979612764530515,-0.155386033402069,-0.160985639465841
"Summer Tanager",58,136,5.41265488573605,"sumtan",0.170014481637435,0.159836192113974,"Charlotte_US",5059,1.10903916,1.088694327,-1.46397160948835,0.234789258776766,0.136116636159344
"Tufted Titmouse",59,136,5.41265488573605,"tuftit",0.143670749100262,0.209538900402848,"Charlotte_US",44204,1.816188187,1.140306514,0.198930979065119,-0.0599759887780571,1.3685952204573
"White-breasted Nuthatch",60,136,5.41265488573605,"whbnut",0.103407158267787,0.174104988242893,"Charlotte_US",15304,1.740125613,1.201613494,0.0200653561663128,-0.510493291230682,0.48994012502027
"White-eyed Vireo",61,136,5.41265488573605,"whevir",0.220981560845406,0.147013687278719,"Charlotte_US",4656,1.52710356,1.186302397,-0.480868548608295,0.80507001525973,-0.181843152161617
"Wild Turkey",62,136,5.41265488573605,"wiltur",0.110946770213481,0.172792474780971,"Charlotte_US",1319,0.70298557,0.819145883,-2.41883054320846,-0.426131077998226,0.457393714792082
"Wood Thrush",63,136,5.41265488573605,"woothr",0.320113768107745,0.102034281359726,"Charlotte_US",3036,1.615441287,1.268283276,-0.273137180415053,1.91427994111617,-1.29719795752568
"Yellow-billed Cuckoo",64,136,5.41265488573605,"yebcuc",0.147892642085168,0.148938899793206,"Charlotte_US",3710,1.224684362,1.117388482,-1.19202510540359,-0.0127363909310265,-0.134103637032242
"Yellow-breasted Chat",65,136,5.41265488573605,"yebcha",0.087050944572257,0.202207483429369,"Charlotte_US",1707,1.199657166,1.036786864,-1.25087803091661,-0.693506209852573,1.18679799605144
"Yellow-throated Vireo",66,136,5.41265488573605,"yetvir",0.287117037848792,0.115010635663948,"Charlotte_US",1020,1.113200839,1.255380412,-1.4541851761941,1.54507298270374,-0.975423162291907
"Yellow-throated Warbler",67,136,5.41265488573605,"yetwar",0.272033587015312,0.0950825688890727,"Charlotte_US",1417,1.120411511,1.134459391,-1.43722885627257,1.37630126014552,-1.46957964535002
