"spp_code","common_name","lc_evenness","lc_dominance","lc_dominance_class"
"calthr","California Thrasher",0.767794821493098,0.151396132578453,"Sparse Forests"
"caltow","California Towhee",0.752498505449795,0.193143480293098,"Sparse Forests"
"camwar","Cape May Warbler",0.724437555786996,0.175006719379752,"Nighttime Lights"
"cantow","Canyon Towhee",0.625360203155197,0.249089995919963,"Nighttime Lights"
"canwar","Canada Warbler",0.667794145113241,0.204356706003891,"Nighttime Lights"
"canwre","Canyon Wren",0.61267945690924,0.235660823369848,"Nighttime Lights"
"carchi","Carolina Chickadee",0.697180932573148,0.179290236767904,"Nighttime Lights"
"carwre","Carolina Wren",0.693835118769477,0.206137898636093,"Nighttime Lights"
"casfin","Cassin's Finch",0.604860073506818,0.233065658072074,"Nighttime Lights"
"caskin","Cassin's Kingbird",0.631989045041979,0.233986434486443,"Dense Herbaceous"
"casspa","Cassin's Sparrow",0.513778981466639,0.35531020867882,"Nighttime Lights"
"casvir","Cassin's Vireo",0.6667478915672,0.174090130372656,"Dense Herbaceous"
"cavswa","Cave Swallow",0.610428291644458,0.316872118639661,"Nighttime Lights"
"cedwax","Cedar Waxwing",0.653769341970856,0.237593594813698,"Nighttime Lights"
"cerwar","Cerulean Warbler",0.612066598756764,0.197770215506003,"Nighttime Lights"
"chbchi","Chestnut-backed Chickadee",0.714939568121811,0.186768084889594,"Evergreen Needleleaf Forests"
"chclon","Chestnut-collared Longspur",0.429201906076889,0.482257453679466,"Nighttime Lights"
"chirav","Chihuahuan Raven",0.582431567523025,0.258429673067866,"Nighttime Lights"
"chispa","Chipping Sparrow",0.650908015922114,0.228450846375966,"Nighttime Lights"
"chiswi","Chimney Swift",0.640305269550713,0.309440764163678,"Nighttime Lights"
"chswar","Chestnut-sided Warbler",0.678290095314251,0.192933700920817,"Nighttime Lights"
"chukar","Chukar",0.532056626347922,0.291653437463836,"Dense Herbaceous"
"clanut","Clark's Nutcracker",0.638133278428975,0.225950413527941,"Nighttime Lights"
"clcspa","Clay-colored Sparrow",0.650093279285809,0.200599154988109,"Dense Herbaceous"
"cliswa","Cliff Swallow",0.623930451576118,0.217752202485179,"Nighttime Lights"
"comgra","Common Grackle",0.672500051459903,0.240966488834204,"Nighttime Lights"
"commyn","Common Myna",0.733309441131508,0.190565484958091,"Nighttime Lights"
"comrav","Common Raven",0.665802578419704,0.234837231341077,"Nighttime Lights"
"comred","Common Redpoll",0.652967208703954,0.226488292406917,"Nighttime Lights"
"comyel","Common Yellowthroat",0.682637180875305,0.214959008981444,"Nighttime Lights"
"conwar","Connecticut Warbler",0.71541473450723,0.157217361322741,"Nighttime Lights"
"corfly","Cordilleran Flycatcher",0.605320571437109,0.220207377235426,"Dense Herbaceous"
"coshum","Costa's Hummingbird",0.643817159873343,0.183858579866357,"Sparse Shrublands"
"coukin","Couch's Kingbird",0.679799206294099,0.203442430362247,"Nighttime Lights"
"cowscj1","California Scrub-Jay",0.725910713882435,0.206046996881757,"Sparse Forests"
"crithr","Crissal Thrasher",0.623972430889708,0.203546071042316,"Sparse Shrublands"
"cubthr","Curve-billed Thrasher",0.623726800251141,0.219881332466176,"Nighttime Lights"
"dickci","Dickcissel",0.613055681420287,0.241099080949392,"Nighttime Lights"
"dowwoo","Downy Woodpecker",0.702927615563875,0.211339328757662,"Nighttime Lights"
"ducfly","Dusky-capped Flycatcher",0.660806186102797,0.184268651550463,"Nighttime Lights"
"dusfly","Dusky Flycatcher",0.707593419887226,0.175065984701018,"Nighttime Lights"
"easkin","Eastern Kingbird",0.663805268973758,0.213455939207898,"Nighttime Lights"
"easmea","Eastern Meadowlark",0.614212611804897,0.268750895998952,"Nighttime Lights"
"eastow","Eastern Towhee",0.699293012394735,0.183608731011128,"Nighttime Lights"
"eawpew","Eastern Wood-Pewee",0.707593419887226,0.175065984701018,"Nighttime Lights"
"eaywag","Eastern Yellow Wagtail",0.672268440152495,0.203199413771715,"Inland Water"
"eletro","Elegant Trogon",0.584596599770351,0.206444978544277,"Nighttime Lights"
"eucdov","Eurasian Collared-Dove",0.601370275774439,0.307396150898063,"Nighttime Lights"
"eursta","European Starling",0.654485770465458,0.252172232984577,"Nighttime Lights"
"eutspa","Eurasian Tree Sparrow",0.65900702183895,0.198994552566784,"Sparse Forests"
"evegro","Evening Grosbeak",0.636095622699333,0.219347660883575,"Nighttime Lights"
"fiespa","Field Sparrow",0.672048268169573,0.231263673196306,"Nighttime Lights"
"fiscro","Fish Crow",0.72063878235362,0.230495102195649,"Nighttime Lights"
"flsjay","Florida Scrub-Jay",0.707365419248306,0.162479607842568,"Nighttime Lights"
"fotfly","Fork-tailed Flycatcher",0.643347086834175,0.206793127217452,"Dense Herbaceous"
"foxspa","Fox Sparrow",0.678152308749347,0.190507076679205,"Nighttime Lights"
"gamqua","Gambel's Quail",0.596520061821473,0.23112566217276,"Nighttime Lights"
"gchwar","Golden-cheeked Warbler",0.47966698589633,0.307603902904781,"Sparse Forests"
"gcrfin","Gray-crowned Rosy-Finch",0.575307135171642,0.254059702950575,"Nighttime Lights"
"gilfli","Gilded Flicker",0.614876944084923,0.230653232015937,"Sparse Shrublands"
"gilwoo","Gila Woodpecker",0.630196992393896,0.190510398784098,"Nighttime Lights"
"gnttow","Green-tailed Towhee",0.640203534744333,0.223106861193282,"Nighttime Lights"
"gockin","Golden-crowned Kinglet",0.80846078897719,0.137418802622053,"Nighttime Lights"
"gocspa","Golden-crowned Sparrow",0.70205737698581,0.184161629042815,"Dense Herbaceous"
"gofwoo","Golden-fronted Woodpecker",0.648244694551872,0.245309500540949,"Nighttime Lights"
"gowwar","Golden-winged Warbler",0.645591304943411,0.187311134536781,"Nighttime Lights"
"graspa","Grasshopper Sparrow",0.549247852283926,0.298480789392352,"Nighttime Lights"
"grawar","Grace's Warbler",0.498479769249454,0.262926999166771,"Sparse Forests"
"grbani","Groove-billed Ani",0.723217809610811,0.187066536526049,"Nighttime Lights"
"grcfly","Great Crested Flycatcher",0.713292525030979,0.169804356192418,"Nighttime Lights"
"grekis","Great Kiskadee",0.704766694439821,0.214573737322138,"Nighttime Lights"
"grepew","Greater Pewee",0.628503278471711,0.20239128417192,"Nighttime Lights"
"greroa","Greater Roadrunner",0.655058068605195,0.203584358134722,"Nighttime Lights"
"grnjay","Green Jay",0.576950628725267,0.231692769669465,"Nighttime Lights"
"grpchi","Greater Prairie-Chicken",0.3187567375931,0.647171127660574,"Nighttime Lights"
"grtgra","Great-tailed Grackle",0.570956588393078,0.35941958713,"Nighttime Lights"
"grycat","Gray Catbird",0.70009253161637,0.192012391224541,"Nighttime Lights"
"gryfly","Gray Flycatcher",0.636383270793468,0.225638134161726,"Nighttime Lights"
"grykin","Gray Kingbird",0.761996863522022,0.131309210254743,"Ocean"
"grypar","Gray Partridge",0.537072297135165,0.252428235100208,"Herbaceous Croplands"
"gryvir","Gray Vireo",0.569614919866626,0.234847794298106,"Nighttime Lights"
"gycthr","Gray-cheeked Thrush",0.66813186716403,0.19350962806862,"Nighttime Lights"
"haiwoo","Hairy Woodpecker",0.708959952787052,0.173130852928102,"Nighttime Lights"
"hamfly","Hammond's Flycatcher",0.634181757165617,0.192146072094195,"Nighttime Lights"
"harspa","Harris's Sparrow",0.612258834565375,0.218379937425865,"Nighttime Lights"
"henspa","Henslow's Sparrow",0.605644320574377,0.275317254419754,"Nighttime Lights"
"heptan","Hepatic Tanager",0.544060818480235,0.226666943877748,"Nighttime Lights"
"herthr","Hermit Thrush",0.690151913178154,0.194209843277607,"Nighttime Lights"
"herwar","Hermit Warbler",0.647135174955265,0.196515633667782,"Nighttime Lights"
"hooori","Hooded Oriole",0.681359406041936,0.206861938799758,"Nighttime Lights"
"hoowar","Hooded Warbler",0.691662226496168,0.17739098459986,"Nighttime Lights"
"horlar","Horned Lark",0.55922183414467,0.274830260576782,"Dense Herbaceous"
"houfin","House Finch",0.628209630686889,0.298199281582624,"Nighttime Lights"
"houspa","House Sparrow",0.618950729107885,0.315330591203548,"Nighttime Lights"
"houwre","House Wren",0.669982516127902,0.217802841729023,"Nighttime Lights"
"hutvir","Hutton's Vireo",0.654715290727887,0.192429719092676,"Dense Herbaceous"
"incdov","Inca Dove",0.612099132082032,0.280473065351747,"Nighttime Lights"
"indbun","Indigo Bunting",0.677962372315893,0.201293917500607,"Nighttime Lights"
"issjay","Island Scrub-Jay",0.479912092268638,0.43036287135895,"Herbaceous Wetlands"
"juntit",NA,0.707365419248306,0.162479607842568,"Nighttime Lights"
"juntit1","Juniper Titmouse",0.585704463557723,0.227976839065355,"Sparse Forests"
"kenwar","Kentucky Warbler",0.660283667257874,0.184144998824676,"Nighttime Lights"
"kirwar","Kirtland's Warbler",0.575840509470823,0.338863647670389,"Nighttime Lights"
"labwoo","Ladder-backed Woodpecker",0.637463606920851,0.21136972779213,"Nighttime Lights"
"laplon","Lapland Longspur",0.577962407735002,0.302875927807165,"Dense Herbaceous"
"larbun","Lark Bunting",0.496566283175115,0.402577308893345,"Nighttime Lights"
"larspa","Lark Sparrow",0.59525710812411,0.253307954825935,"Nighttime Lights"
"lawgol","Lawrence's Goldfinch",0.663551842216129,0.241722760254365,"Nighttime Lights"
"lazbun","Lazuli Bunting",0.623468212172107,0.227404144754745,"Dense Herbaceous"
"leafly","Least Flycatcher",0.707593419887226,0.175065984701018,"Nighttime Lights"
"lepchi","Lesser Prairie-Chicken",0.292485537600885,0.673260475952058,"Nighttime Lights"
"lesgol","Lesser Goldfinch",0.576952525448934,0.276278564008421,"Nighttime Lights"
"lewwoo","Lewis's Woodpecker",0.589169087544822,0.24763466421266,"Dense Herbaceous"
"linspa","Lincoln's Sparrow",0.660948830686513,0.199105134722861,"Nighttime Lights"
"lobthr","Long-billed Thrasher",0.616985551052534,0.210882169544905,"Nighttime Lights"
"logshr","Loggerhead Shrike",0.617674338599317,0.222550416605174,"Nighttime Lights"
"louwat","Louisiana Waterthrush",0.684444671781032,0.17459322941276,"Nighttime Lights"
"luchum","Lucifer Hummingbird",0.502960450884218,0.323720595249627,"Dense Herbaceous"
"lucwar","Lucy's Warbler",0.609624149096287,0.216708293905468,"Sparse Shrublands"
"macwar","MacGillivray's Warbler",0.649814647630692,0.185201786059877,"Nighttime Lights"
"magwar","Magnolia Warbler",0.717623283958219,0.176959199388491,"Nighttime Lights"
"mancuc","Mangrove Cuckoo",0.751489409727031,0.122869144748007,"Evergreen Broadleaf Forests"
"marwre","Marsh Wren",0.647198250050324,0.182681514466858,"Dense Herbaceous"
"mcclon","McCown's Longspur",0.397228380557665,0.492209783835394,"Nighttime Lights"
"mexchi","Mexican Chickadee",0.62662536553359,0.224962411621082,"Dense Herbaceous"
"mexjay4","Mexican Jay",0.536053629920672,0.323385603669841,"Shrubland/Grassland Mosaics"
"monpar","Monk Parakeet",0.56873370845481,0.406015825118896,"Nighttime Lights"
"moublu","Mountain Bluebird",0.601213527056148,0.302866106914732,"Nighttime Lights"
"mouchi","Mountain Chickadee",0.642346001546681,0.217741263966938,"Open Forests"
"moudov","Mourning Dove",0.658015417694644,0.232896835105824,"Nighttime Lights"
"mouqua","Mountain Quail",0.559893833849348,0.330112993965299,"Nighttime Lights"
"mouwar","Mourning Warbler",0.691752390391358,0.193845311434579,"Nighttime Lights"
"naswar","Nashville Warbler",0.691100755728826,0.194818546405473,"Nighttime Lights"
"nobtyr","Northern Beardless-Tyrannulet",0.697950144633884,0.195912596294163,"Nighttime Lights"
"norbob","Northern Bobwhite",0.544032405163271,0.405290898318824,"Nighttime Lights"
"norcar","Northern Cardinal",0.685839880185552,0.216044392903636,"Nighttime Lights"
"norcro","Northwestern Crow",0.734613696284366,0.166647108101722,"Nighttime Lights"
"normoc","Northern Mockingbird",0.652231859628908,0.235301167027761,"Nighttime Lights"
"norpar","Northern Parula",0.733420958268205,0.165947328878581,"Nighttime Lights"
"norshr4","Northern Shrike",0.743206794312429,0.133549648020665,"Nighttime Lights"
"norwat","Northern Waterthrush",0.7164477627839,0.177918714597347,"Nighttime Lights"
"norwhe","Northern Wheatear",0.644168930911252,0.209736004678405,"Dense Herbaceous"
"nrwswa","Northern Rough-winged Swallow",0.631093123104932,0.250385650188432,"Nighttime Lights"
"nstspa","Nelson's Sparrow",0.703036774783863,0.16966903118344,"Herbaceous Wetlands"
"nutwoo","Nuttall's Woodpecker",0.746400831812993,0.205353318805585,"Sparse Forests"
"oaktit","Oak Titmouse",0.773057367075758,0.169687854615457,"Sparse Forests"
"olispa","Olive Sparrow",0.65126270388256,0.206980378135345,"Dense Herbaceous"
"oliwar","Olive Warbler",0.567207412990805,0.246157988575715,"Open Forests"
"olsfly","Olive-sided Flycatcher",0.664879373063069,0.185929900501893,"Nighttime Lights"
"orcori","Orchard Oriole",0.66363042909126,0.21627143193048,"Nighttime Lights"
"orcwar","Orange-crowned Warbler",0.68660534744496,0.191855124187239,"Nighttime Lights"
"ovenbi1","Ovenbird",0.703832260349697,0.178276547843846,"Nighttime Lights"
"pacwre1","Pacific Wren",0.693466852320791,0.197249124466693,"Evergreen Needleleaf Forests"
"paibun","Painted Bunting",0.711289194101185,0.184784160210035,"Nighttime Lights"
"paired","Painted Redstart",0.550808220117635,0.257235588410655,"Nighttime Lights"
"palwar","Palm Warbler",0.743040347823195,0.164053233134709,"Nighttime Lights"
"pasfly","Pacific-slope Flycatcher",0.719201090908256,0.169512569929774,"Dense Herbaceous"
"phaino","Phainopepla",0.647027454202306,0.209596427442198,"Dense Herbaceous"
"phivir","Philadelphia Vireo",0.707365419248306,0.162479607842568,"Nighttime Lights"
"pilwoo","Pileated Woodpecker",0.735810008401269,0.152269308015507,"Open Forests"
"pingro","Pine Grosbeak",0.644170738852726,0.214937691949333,"Open Forests"
"pinjay","Pinyon Jay",0.527252033417501,0.374938678993959,"Nighttime Lights"
"pinsis","Pine Siskin",0.652692805707847,0.215444231735737,"Nighttime Lights"
"pinwar","Pine Warbler",0.711112489705699,0.178349534292573,"Open Forests"
"placha","Plain Chachalaca",0.694768643740872,0.193492629010354,"Nighttime Lights"
"plsvir","Plumbeous Vireo",0.611972456946598,0.219849280960781,"Nighttime Lights"
"prawar","Prairie Warbler",0.741478899027854,0.167659657111625,"Nighttime Lights"
"prowar","Prothonotary Warbler",0.709984485573969,0.165309560131047,"Nighttime Lights"
"purfin","Purple Finch",0.711398653334583,0.176759203357217,"Nighttime Lights"
"purmar","Purple Martin",0.638366732921203,0.23903540933136,"Nighttime Lights"
"pygnut","Pygmy Nuthatch",0.587721200103857,0.239523428715853,"Open Forests"
"pyrrhu","Pyrrhuloxia",0.628598101917053,0.214398125003502,"Dense Herbaceous"
"rebnut","Red-breasted Nuthatch",0.694133765049088,0.184872522268432,"Nighttime Lights"
"rebpig1","Red-billed Pigeon",0.705625927951248,0.195152656238536,"Nighttime Lights"
"rebsap","Red-breasted Sapsucker",0.749773417182724,0.136577760839384,"Nighttime Lights"
"rebwoo","Red-bellied Woodpecker",0.695949912847974,0.201428120491337,"Nighttime Lights"
"recpar","Red-crowned Parrot",0.463919607733019,0.40597213181754,"Nighttime Lights"
"recwoo","Red-cockaded Woodpecker",0.612067639211832,0.277546216057751,"Nighttime Lights"
"redcro","Red Crossbill",0.576962572973875,0.294160376169572,"Nighttime Lights"
"reevir1","Red-eyed Vireo",0.703290253569505,0.168160164633295,"Nighttime Lights"
"refwar","Red-faced Warbler",0.531184419983851,0.309796329661031,"Open Forests"
"rehwoo","Red-headed Woodpecker",0.695320836753262,0.202836987083669,"Nighttime Lights"
"rensap","Red-naped Sapsucker",0.636357988131713,0.201652350194457,"Dense Herbaceous"
"rewbla","Red-winged Blackbird",0.663847575549023,0.207767033464111,"Nighttime Lights"
"rinphe","Ring-necked Pheasant",0.588163711270796,0.236016950090556,"Nighttime Lights"
"robgro","Rose-breasted Grosbeak",0.680009795806939,0.192663148382125,"Nighttime Lights"
"rocpig","Rock Pigeon",0.622438450551207,0.323295578660084,"Nighttime Lights"
"rocwre","Rock Wren",0.610327655607457,0.23208655563094,"Nighttime Lights"
"rthhum","Ruby-throated Hummingbird",0.716741281175042,0.185031790900727,"Nighttime Lights"
"ruckin","Ruby-crowned Kinglet",0.80846078897719,0.137418802622053,"Nighttime Lights"
"rucspa","Rufous-crowned Sparrow",0.596961209157265,0.26337572124667,"Nighttime Lights"
"rufgro","Ruffed Grouse",0.691192685962018,0.19011163796816,"Nighttime Lights"
"rufhum","Rufous Hummingbird",0.629961769239999,0.220406203651696,"Nighttime Lights"
"rusbla","Rusty Blackbird",0.669379074065217,0.202044519991677,"Nighttime Lights"
"ruwspa","Rufous-winged Sparrow",0.619429778250474,0.205505253248622,"Nighttime Lights"
"saggro","Greater Sage-Grouse",0.478057310367654,0.367133262789011,"Dense Herbaceous"
"sagspa1","Sagebrush Sparrow",0.520226676618591,0.300691313495401,"Nighttime Lights"
"sagthr","Sage Thrasher",0.57338249840684,0.281416730517489,"Nighttime Lights"
"savspa","Savannah Sparrow",0.650694877363917,0.21933438687833,"Dense Herbaceous"
"saypho","Say's Phoebe",0.627384394140743,0.216080086118481,"Dense Herbaceous"
"scaqua","Scaled Quail",0.549113330597639,0.332705079152113,"Nighttime Lights"
"scatan","Scarlet Tanager",0.693507337644483,0.160831151916367,"Nighttime Lights"
"scoori","Scott's Oriole",0.599726174242813,0.231952265462258,"Dense Herbaceous"
"sctfly","Scissor-tailed Flycatcher",0.604285750974717,0.243941161804205,"Dense Herbaceous"
"seaspa","Seaside Sparrow",0.655813049614389,0.231948322327138,"Herbaceous Wetlands"
"sedwre","Sedge Wren",0.610720701675148,0.250355352876485,"Nighttime Lights"
"shicow","Shiny Cowbird",0.699887705989131,0.236363847641465,"Nighttime Lights"
"shtgro","Sharp-tailed Grouse",0.467392629519089,0.469232811903997,"Nighttime Lights"
"smbani","Smooth-billed Ani",0.714325982314925,0.179952154389541,"Nighttime Lights"
"smilon","Smith's Longspur",0.515886005209702,0.308261532310365,"Dense Herbaceous"
"snobun","Snow Bunting",0.603662508524501,0.263530422156504,"Nighttime Lights"
"sonspa","Song Sparrow",0.682591461668398,0.209668705721303,"Nighttime Lights"
"soogro1","Sooty Grouse",0.632467178117999,0.244043622075996,"Evergreen Needleleaf Forests"
"spodov","Spotted Dove",0.695249238533075,0.251744982869209,"Nighttime Lights"
"spotow","Spotted Towhee",0.629865354218816,0.205075264864803,"Nighttime Lights"
"sprpip","Sprague's Pipit",0.487864659292971,0.358771438724868,"Nighttime Lights"
"sstspa","Saltmarsh Sparrow",0.711923047789595,0.197851715903243,"Herbaceous Wetlands"
"stejay","Steller's Jay",0.635005052632613,0.209402453146635,"Open Forests"
"subfly","Sulphur-bellied Flycatcher",0.632849917755936,0.207120389459912,"Open Forests"
"sumtan","Summer Tanager",0.667105188796718,0.22044453969812,"Nighttime Lights"
"swaspa","Swamp Sparrow",0.721288982162366,0.171527899264677,"Nighttime Lights"
"swathr","Swainson's Thrush",0.663698296375866,0.200060178072653,"Nighttime Lights"
"swawar","Swainson's Warbler",0.682449631389379,0.190791545804811,"Nighttime Lights"
"tenwar","Tennessee Warbler",0.680789027229414,0.194400564296177,"Nighttime Lights"
"thbkin","Thick-billed Kingbird",0.617937665783613,0.234425974274218,"Nighttime Lights"
"towsol","Townsend's Solitaire",0.648106996236515,0.21376445080557,"Nighttime Lights"
"towwar","Townsend's Warbler",0.648265462536441,0.194041792417256,"Nighttime Lights"
"treswa","Tree Swallow",0.656052328794714,0.212107925763362,"Nighttime Lights"
"tribla","Tricolored Blackbird",0.613289393019759,0.283350894548468,"Dense Herbaceous"
"trokin","Tropical Kingbird",0.727739532158027,0.18800863054335,"Nighttime Lights"
"tropar","Tropical Parula",0.612716240308154,0.196085562175628,"Nighttime Lights"
"tuftit","Tufted Titmouse",0.710583406437698,0.159469041265097,"Nighttime Lights"
"varbun","Varied Bunting",0.597291250540629,0.245665981040256,"Nighttime Lights"
"varthr","Varied Thrush",0.684399348264212,0.189379744362363,"Evergreen Needleleaf Forests"
"vauswi","Vaux's Swift",0.619038217517694,0.231354621313916,"Nighttime Lights"
"veery","Veery",0.702679272014282,0.166821790127108,"Open Forests"
"verdin","Verdin",0.636864862518905,0.195129106270952,"Dense Herbaceous"
"verfly","Vermilion Flycatcher",0.63744551228021,0.233455075893145,"Nighttime Lights"
"vesspa","Vesper Sparrow",0.601594965550405,0.24698184821386,"Nighttime Lights"
"vichum","Violet-crowned Hummingbird",0.638461738906239,0.219226833122924,"Dense Herbaceous"
"vigswa","Violet-green Swallow",0.632448464607598,0.230017446435401,"Nighttime Lights"
"virwar","Virginia's Warbler",0.612029987806232,0.238261313911326,"Dense Herbaceous"
