ID,route,stop_num,year,nlcd_code,count,numpix,percent,class,ijbg_class,description,color
193,cthm-10,13,2025,21,84,560,15,developed,developed,"Developed, Open Space",#DDC9C9
193,cthm-10,13,2025,22,3,560,0.535714286,developed,developed,"Developed, Low Intensity",#D89382
193,cthm-10,13,2025,41,197,560,35.17857143,forest,deciduous forest,Deciduous Forest,#68AA63
193,cthm-10,13,2025,42,63,560,11.25,forest,evergreen forest,Evergreen Forest,#1C6330
193,cthm-10,13,2025,43,57,560,10.17857143,forest,mixed forest,Mixed Forest,#B5C98E
193,cthm-10,13,2025,52,1,560,0.178571429,shrubland,shrubland,Scrub/Shrub,#CCBA7C
193,cthm-10,13,2025,71,6,560,1.071428571,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
193,cthm-10,13,2025,81,141,560,25.17857143,planted,pasture,Pasture/Hay,#DBD83D
194,cthm-10,14,2025,21,91,559,16.27906977,developed,developed,"Developed, Open Space",#DDC9C9
194,cthm-10,14,2025,22,79,559,14.13237925,developed,developed,"Developed, Low Intensity",#D89382
194,cthm-10,14,2025,23,48,559,8.586762075,developed,developed,"Developed, Medium Intensity",#ED0000
194,cthm-10,14,2025,24,8,559,1.431127013,developed,developed,"Developed, High Intensity",#AA0000
194,cthm-10,14,2025,NA,1,559,0.178890877,NA,NA,Barren Land,NA
194,cthm-10,14,2025,41,116,559,20.75134168,forest,deciduous forest,Deciduous Forest,#68AA63
194,cthm-10,14,2025,42,97,559,17.35241503,forest,evergreen forest,Evergreen Forest,#1C6330
194,cthm-10,14,2025,43,77,559,13.7745975,forest,mixed forest,Mixed Forest,#B5C98E
194,cthm-10,14,2025,71,15,559,2.683363148,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
194,cthm-10,14,2025,81,27,559,4.830053667,planted,pasture,Pasture/Hay,#DBD83D
195,cthm-10,15,2025,21,80,556,14.38848921,developed,developed,"Developed, Open Space",#DDC9C9
195,cthm-10,15,2025,22,34,556,6.115107914,developed,developed,"Developed, Low Intensity",#D89382
195,cthm-10,15,2025,23,23,556,4.136690647,developed,developed,"Developed, Medium Intensity",#ED0000
195,cthm-10,15,2025,24,6,556,1.079136691,developed,developed,"Developed, High Intensity",#AA0000
195,cthm-10,15,2025,41,157,556,28.23741007,forest,deciduous forest,Deciduous Forest,#68AA63
195,cthm-10,15,2025,42,83,556,14.92805755,forest,evergreen forest,Evergreen Forest,#1C6330
195,cthm-10,15,2025,43,123,556,22.12230216,forest,mixed forest,Mixed Forest,#B5C98E
195,cthm-10,15,2025,71,43,556,7.73381295,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
195,cthm-10,15,2025,81,4,556,0.71942446,planted,pasture,Pasture/Hay,#DBD83D
195,cthm-10,15,2025,90,3,556,0.539568345,wetlands,wetlands,Woody Wetlands,#BAD8EA
196,cthm-10,16,2025,21,228,558,40.86021505,developed,developed,"Developed, Open Space",#DDC9C9
196,cthm-10,16,2025,22,189,558,33.87096774,developed,developed,"Developed, Low Intensity",#D89382
196,cthm-10,16,2025,23,41,558,7.347670251,developed,developed,"Developed, Medium Intensity",#ED0000
196,cthm-10,16,2025,24,4,558,0.716845878,developed,developed,"Developed, High Intensity",#AA0000
196,cthm-10,16,2025,41,14,558,2.508960573,forest,deciduous forest,Deciduous Forest,#68AA63
196,cthm-10,16,2025,42,8,558,1.433691756,forest,evergreen forest,Evergreen Forest,#1C6330
196,cthm-10,16,2025,43,21,558,3.76344086,forest,mixed forest,Mixed Forest,#B5C98E
196,cthm-10,16,2025,81,53,558,9.498207885,planted,pasture,Pasture/Hay,#DBD83D
197,cthm-10,17,2025,21,267,562,47.5088968,developed,developed,"Developed, Open Space",#DDC9C9
197,cthm-10,17,2025,22,144,562,25.6227758,developed,developed,"Developed, Low Intensity",#D89382
197,cthm-10,17,2025,23,82,562,14.59074733,developed,developed,"Developed, Medium Intensity",#ED0000
197,cthm-10,17,2025,24,5,562,0.889679715,developed,developed,"Developed, High Intensity",#AA0000
197,cthm-10,17,2025,41,33,562,5.871886121,forest,deciduous forest,Deciduous Forest,#68AA63
197,cthm-10,17,2025,42,3,562,0.533807829,forest,evergreen forest,Evergreen Forest,#1C6330
197,cthm-10,17,2025,43,28,562,4.982206406,forest,mixed forest,Mixed Forest,#B5C98E
198,cthm-10,18,2025,21,118,553,21.33815552,developed,developed,"Developed, Open Space",#DDC9C9
198,cthm-10,18,2025,22,12,553,2.169981917,developed,developed,"Developed, Low Intensity",#D89382
198,cthm-10,18,2025,23,1,553,0.180831826,developed,developed,"Developed, Medium Intensity",#ED0000
198,cthm-10,18,2025,41,115,553,20.79566004,forest,deciduous forest,Deciduous Forest,#68AA63
198,cthm-10,18,2025,42,139,553,25.13562387,forest,evergreen forest,Evergreen Forest,#1C6330
198,cthm-10,18,2025,43,147,553,26.58227848,forest,mixed forest,Mixed Forest,#B5C98E
198,cthm-10,18,2025,81,21,553,3.797468354,planted,pasture,Pasture/Hay,#DBD83D
199,cthm-10,19,2025,11,13,552,2.355072464,water,water,Open Water,#476BA0
199,cthm-10,19,2025,21,83,552,15.03623188,developed,developed,"Developed, Open Space",#DDC9C9
199,cthm-10,19,2025,22,2,552,0.362318841,developed,developed,"Developed, Low Intensity",#D89382
199,cthm-10,19,2025,23,3,552,0.543478261,developed,developed,"Developed, Medium Intensity",#ED0000
199,cthm-10,19,2025,41,117,552,21.19565217,forest,deciduous forest,Deciduous Forest,#68AA63
199,cthm-10,19,2025,42,79,552,14.3115942,forest,evergreen forest,Evergreen Forest,#1C6330
199,cthm-10,19,2025,43,142,552,25.72463768,forest,mixed forest,Mixed Forest,#B5C98E
199,cthm-10,19,2025,71,2,552,0.362318841,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
199,cthm-10,19,2025,81,111,552,20.10869565,planted,pasture,Pasture/Hay,#DBD83D
200,cthm-10,20,2025,21,89,560,15.89285714,developed,developed,"Developed, Open Space",#DDC9C9
200,cthm-10,20,2025,41,331,560,59.10714286,forest,deciduous forest,Deciduous Forest,#68AA63
200,cthm-10,20,2025,42,30,560,5.357142857,forest,evergreen forest,Evergreen Forest,#1C6330
200,cthm-10,20,2025,43,103,560,18.39285714,forest,mixed forest,Mixed Forest,#B5C98E
200,cthm-10,20,2025,81,7,560,1.25,planted,pasture,Pasture/Hay,#DBD83D
201,cthm-11,1,2025,21,47,559,8.407871199,developed,developed,"Developed, Open Space",#DDC9C9
201,cthm-11,1,2025,22,12,559,2.146690519,developed,developed,"Developed, Low Intensity",#D89382
201,cthm-11,1,2025,41,64,559,11.4490161,forest,deciduous forest,Deciduous Forest,#68AA63
201,cthm-11,1,2025,42,358,559,64.04293381,forest,evergreen forest,Evergreen Forest,#1C6330
201,cthm-11,1,2025,43,51,559,9.123434705,forest,mixed forest,Mixed Forest,#B5C98E
201,cthm-11,1,2025,52,9,559,1.610017889,shrubland,shrubland,Scrub/Shrub,#CCBA7C
201,cthm-11,1,2025,71,12,559,2.146690519,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
201,cthm-11,1,2025,81,6,559,1.073345259,planted,pasture,Pasture/Hay,#DBD83D
202,cthm-11,2,2025,21,84,562,14.94661922,developed,developed,"Developed, Open Space",#DDC9C9
202,cthm-11,2,2025,22,16,562,2.846975089,developed,developed,"Developed, Low Intensity",#D89382
202,cthm-11,2,2025,23,23,562,4.09252669,developed,developed,"Developed, Medium Intensity",#ED0000
202,cthm-11,2,2025,24,2,562,0.355871886,developed,developed,"Developed, High Intensity",#AA0000
202,cthm-11,2,2025,41,239,562,42.52669039,forest,deciduous forest,Deciduous Forest,#68AA63
202,cthm-11,2,2025,42,22,562,3.914590747,forest,evergreen forest,Evergreen Forest,#1C6330
202,cthm-11,2,2025,43,123,562,21.886121,forest,mixed forest,Mixed Forest,#B5C98E
202,cthm-11,2,2025,52,17,562,3.024911032,shrubland,shrubland,Scrub/Shrub,#CCBA7C
202,cthm-11,2,2025,81,36,562,6.40569395,planted,pasture,Pasture/Hay,#DBD83D
203,cthm-11,3,2025,21,68,560,12.14285714,developed,developed,"Developed, Open Space",#DDC9C9
203,cthm-11,3,2025,22,10,560,1.785714286,developed,developed,"Developed, Low Intensity",#D89382
203,cthm-11,3,2025,23,1,560,0.178571429,developed,developed,"Developed, Medium Intensity",#ED0000
203,cthm-11,3,2025,41,218,560,38.92857143,forest,deciduous forest,Deciduous Forest,#68AA63
203,cthm-11,3,2025,42,3,560,0.535714286,forest,evergreen forest,Evergreen Forest,#1C6330
203,cthm-11,3,2025,43,50,560,8.928571429,forest,mixed forest,Mixed Forest,#B5C98E
203,cthm-11,3,2025,52,77,560,13.75,shrubland,shrubland,Scrub/Shrub,#CCBA7C
203,cthm-11,3,2025,71,2,560,0.357142857,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
203,cthm-11,3,2025,81,131,560,23.39285714,planted,pasture,Pasture/Hay,#DBD83D
204,cthm-11,4,2025,21,64,558,11.46953405,developed,developed,"Developed, Open Space",#DDC9C9
204,cthm-11,4,2025,22,7,558,1.254480287,developed,developed,"Developed, Low Intensity",#D89382
204,cthm-11,4,2025,41,138,558,24.7311828,forest,deciduous forest,Deciduous Forest,#68AA63
204,cthm-11,4,2025,42,128,558,22.9390681,forest,evergreen forest,Evergreen Forest,#1C6330
204,cthm-11,4,2025,43,90,558,16.12903226,forest,mixed forest,Mixed Forest,#B5C98E
204,cthm-11,4,2025,52,25,558,4.480286738,shrubland,shrubland,Scrub/Shrub,#CCBA7C
204,cthm-11,4,2025,71,2,558,0.358422939,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
204,cthm-11,4,2025,81,103,558,18.45878136,planted,pasture,Pasture/Hay,#DBD83D
204,cthm-11,4,2025,82,1,558,0.17921147,planted,cultivated crops,Cultivated Crops,#AA7028
205,cthm-11,5,2025,21,58,557,10.41292639,developed,developed,"Developed, Open Space",#DDC9C9
205,cthm-11,5,2025,22,3,557,0.538599641,developed,developed,"Developed, Low Intensity",#D89382
205,cthm-11,5,2025,41,60,557,10.77199282,forest,deciduous forest,Deciduous Forest,#68AA63
205,cthm-11,5,2025,42,183,557,32.8545781,forest,evergreen forest,Evergreen Forest,#1C6330
205,cthm-11,5,2025,43,137,557,24.59605027,forest,mixed forest,Mixed Forest,#B5C98E
205,cthm-11,5,2025,81,116,557,20.82585278,planted,pasture,Pasture/Hay,#DBD83D
206,cthm-11,6,2025,21,56,563,9.946714032,developed,developed,"Developed, Open Space",#DDC9C9
206,cthm-11,6,2025,22,7,563,1.243339254,developed,developed,"Developed, Low Intensity",#D89382
206,cthm-11,6,2025,41,126,563,22.38010657,forest,deciduous forest,Deciduous Forest,#68AA63
206,cthm-11,6,2025,42,28,563,4.973357016,forest,evergreen forest,Evergreen Forest,#1C6330
206,cthm-11,6,2025,43,206,563,36.58969805,forest,mixed forest,Mixed Forest,#B5C98E
206,cthm-11,6,2025,52,55,563,9.769094139,shrubland,shrubland,Scrub/Shrub,#CCBA7C
206,cthm-11,6,2025,71,17,563,3.019538188,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
206,cthm-11,6,2025,81,24,563,4.262877442,planted,pasture,Pasture/Hay,#DBD83D
206,cthm-11,6,2025,90,44,563,7.815275311,wetlands,wetlands,Woody Wetlands,#BAD8EA
207,cthm-11,7,2025,11,1,558,0.17921147,water,water,Open Water,#476BA0
207,cthm-11,7,2025,21,63,558,11.29032258,developed,developed,"Developed, Open Space",#DDC9C9
207,cthm-11,7,2025,22,24,558,4.301075269,developed,developed,"Developed, Low Intensity",#D89382
207,cthm-11,7,2025,23,25,558,4.480286738,developed,developed,"Developed, Medium Intensity",#ED0000
207,cthm-11,7,2025,41,126,558,22.58064516,forest,deciduous forest,Deciduous Forest,#68AA63
207,cthm-11,7,2025,42,63,558,11.29032258,forest,evergreen forest,Evergreen Forest,#1C6330
207,cthm-11,7,2025,43,127,558,22.75985663,forest,mixed forest,Mixed Forest,#B5C98E
207,cthm-11,7,2025,52,4,558,0.716845878,shrubland,shrubland,Scrub/Shrub,#CCBA7C
207,cthm-11,7,2025,71,10,558,1.792114695,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
207,cthm-11,7,2025,81,115,558,20.609319,planted,pasture,Pasture/Hay,#DBD83D
208,cthm-11,8,2025,21,46,562,8.185053381,developed,developed,"Developed, Open Space",#DDC9C9
208,cthm-11,8,2025,41,110,562,19.57295374,forest,deciduous forest,Deciduous Forest,#68AA63
208,cthm-11,8,2025,42,75,562,13.34519573,forest,evergreen forest,Evergreen Forest,#1C6330
208,cthm-11,8,2025,43,67,562,11.92170819,forest,mixed forest,Mixed Forest,#B5C98E
208,cthm-11,8,2025,52,36,562,6.40569395,shrubland,shrubland,Scrub/Shrub,#CCBA7C
208,cthm-11,8,2025,71,171,562,30.42704626,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
208,cthm-11,8,2025,81,57,562,10.14234875,planted,pasture,Pasture/Hay,#DBD83D
209,cthm-11,9,2025,21,74,556,13.30935252,developed,developed,"Developed, Open Space",#DDC9C9
209,cthm-11,9,2025,22,6,556,1.079136691,developed,developed,"Developed, Low Intensity",#D89382
209,cthm-11,9,2025,41,7,556,1.258992806,forest,deciduous forest,Deciduous Forest,#68AA63
209,cthm-11,9,2025,42,232,556,41.72661871,forest,evergreen forest,Evergreen Forest,#1C6330
209,cthm-11,9,2025,43,142,556,25.53956835,forest,mixed forest,Mixed Forest,#B5C98E
209,cthm-11,9,2025,71,49,556,8.81294964,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
209,cthm-11,9,2025,81,46,556,8.273381295,planted,pasture,Pasture/Hay,#DBD83D
210,cthm-11,10,2025,21,49,561,8.734402852,developed,developed,"Developed, Open Space",#DDC9C9
210,cthm-11,10,2025,22,5,561,0.891265597,developed,developed,"Developed, Low Intensity",#D89382
210,cthm-11,10,2025,41,98,561,17.4688057,forest,deciduous forest,Deciduous Forest,#68AA63
210,cthm-11,10,2025,42,79,561,14.08199643,forest,evergreen forest,Evergreen Forest,#1C6330
210,cthm-11,10,2025,43,137,561,24.42067736,forest,mixed forest,Mixed Forest,#B5C98E
210,cthm-11,10,2025,81,189,561,33.68983957,planted,pasture,Pasture/Hay,#DBD83D
210,cthm-11,10,2025,90,4,561,0.713012478,wetlands,wetlands,Woody Wetlands,#BAD8EA
211,cthm-11,11,2025,11,1,553,0.180831826,water,water,Open Water,#476BA0
211,cthm-11,11,2025,21,89,553,16.09403255,developed,developed,"Developed, Open Space",#DDC9C9
211,cthm-11,11,2025,22,13,553,2.350813743,developed,developed,"Developed, Low Intensity",#D89382
211,cthm-11,11,2025,23,2,553,0.361663653,developed,developed,"Developed, Medium Intensity",#ED0000
211,cthm-11,11,2025,41,248,553,44.84629295,forest,deciduous forest,Deciduous Forest,#68AA63
211,cthm-11,11,2025,42,29,553,5.244122966,forest,evergreen forest,Evergreen Forest,#1C6330
211,cthm-11,11,2025,43,80,553,14.46654611,forest,mixed forest,Mixed Forest,#B5C98E
211,cthm-11,11,2025,81,91,553,16.4556962,planted,pasture,Pasture/Hay,#DBD83D
212,cthm-11,12,2025,21,44,556,7.913669065,developed,developed,"Developed, Open Space",#DDC9C9
212,cthm-11,12,2025,41,239,556,42.98561151,forest,deciduous forest,Deciduous Forest,#68AA63
212,cthm-11,12,2025,42,59,556,10.61151079,forest,evergreen forest,Evergreen Forest,#1C6330
212,cthm-11,12,2025,43,148,556,26.61870504,forest,mixed forest,Mixed Forest,#B5C98E
212,cthm-11,12,2025,52,62,556,11.15107914,shrubland,shrubland,Scrub/Shrub,#CCBA7C
212,cthm-11,12,2025,81,4,556,0.71942446,planted,pasture,Pasture/Hay,#DBD83D
213,cthm-11,13,2025,21,67,555,12.07207207,developed,developed,"Developed, Open Space",#DDC9C9
213,cthm-11,13,2025,22,11,555,1.981981982,developed,developed,"Developed, Low Intensity",#D89382
213,cthm-11,13,2025,23,1,555,0.18018018,developed,developed,"Developed, Medium Intensity",#ED0000
213,cthm-11,13,2025,41,38,555,6.846846847,forest,deciduous forest,Deciduous Forest,#68AA63
213,cthm-11,13,2025,42,286,555,51.53153153,forest,evergreen forest,Evergreen Forest,#1C6330
213,cthm-11,13,2025,43,143,555,25.76576577,forest,mixed forest,Mixed Forest,#B5C98E
213,cthm-11,13,2025,52,1,555,0.18018018,shrubland,shrubland,Scrub/Shrub,#CCBA7C
213,cthm-11,13,2025,81,8,555,1.441441441,planted,pasture,Pasture/Hay,#DBD83D
214,cthm-11,14,2025,11,3,554,0.541516245,water,water,Open Water,#476BA0
214,cthm-11,14,2025,21,44,554,7.942238267,developed,developed,"Developed, Open Space",#DDC9C9
214,cthm-11,14,2025,22,3,554,0.541516245,developed,developed,"Developed, Low Intensity",#D89382
214,cthm-11,14,2025,41,130,554,23.46570397,forest,deciduous forest,Deciduous Forest,#68AA63
214,cthm-11,14,2025,42,208,554,37.54512635,forest,evergreen forest,Evergreen Forest,#1C6330
214,cthm-11,14,2025,43,137,554,24.72924188,forest,mixed forest,Mixed Forest,#B5C98E
214,cthm-11,14,2025,52,29,554,5.23465704,shrubland,shrubland,Scrub/Shrub,#CCBA7C
215,cthm-11,15,2025,21,46,559,8.228980322,developed,developed,"Developed, Open Space",#DDC9C9
215,cthm-11,15,2025,22,6,559,1.073345259,developed,developed,"Developed, Low Intensity",#D89382
215,cthm-11,15,2025,41,148,559,26.47584973,forest,deciduous forest,Deciduous Forest,#68AA63
215,cthm-11,15,2025,42,100,559,17.88908766,forest,evergreen forest,Evergreen Forest,#1C6330
215,cthm-11,15,2025,43,113,559,20.21466905,forest,mixed forest,Mixed Forest,#B5C98E
215,cthm-11,15,2025,52,137,559,24.50805009,shrubland,shrubland,Scrub/Shrub,#CCBA7C
215,cthm-11,15,2025,71,9,559,1.610017889,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
216,cthm-11,16,2025,11,5,555,0.900900901,water,water,Open Water,#476BA0
216,cthm-11,16,2025,21,57,555,10.27027027,developed,developed,"Developed, Open Space",#DDC9C9
216,cthm-11,16,2025,22,16,555,2.882882883,developed,developed,"Developed, Low Intensity",#D89382
216,cthm-11,16,2025,23,1,555,0.18018018,developed,developed,"Developed, Medium Intensity",#ED0000
216,cthm-11,16,2025,41,171,555,30.81081081,forest,deciduous forest,Deciduous Forest,#68AA63
216,cthm-11,16,2025,42,65,555,11.71171171,forest,evergreen forest,Evergreen Forest,#1C6330
216,cthm-11,16,2025,43,113,555,20.36036036,forest,mixed forest,Mixed Forest,#B5C98E
216,cthm-11,16,2025,52,44,555,7.927927928,shrubland,shrubland,Scrub/Shrub,#CCBA7C
216,cthm-11,16,2025,81,83,555,14.95495495,planted,pasture,Pasture/Hay,#DBD83D
217,cthm-11,17,2025,21,70,563,12.43339254,developed,developed,"Developed, Open Space",#DDC9C9
217,cthm-11,17,2025,22,13,563,2.309058615,developed,developed,"Developed, Low Intensity",#D89382
217,cthm-11,17,2025,23,2,563,0.355239787,developed,developed,"Developed, Medium Intensity",#ED0000
217,cthm-11,17,2025,41,254,563,45.11545293,forest,deciduous forest,Deciduous Forest,#68AA63
217,cthm-11,17,2025,42,56,563,9.946714032,forest,evergreen forest,Evergreen Forest,#1C6330
217,cthm-11,17,2025,43,73,563,12.96625222,forest,mixed forest,Mixed Forest,#B5C98E
217,cthm-11,17,2025,52,16,563,2.841918295,shrubland,shrubland,Scrub/Shrub,#CCBA7C
217,cthm-11,17,2025,71,4,563,0.710479574,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
217,cthm-11,17,2025,81,75,563,13.32149201,planted,pasture,Pasture/Hay,#DBD83D
218,cthm-11,18,2025,21,69,552,12.5,developed,developed,"Developed, Open Space",#DDC9C9
218,cthm-11,18,2025,22,3,552,0.543478261,developed,developed,"Developed, Low Intensity",#D89382
218,cthm-11,18,2025,23,3,552,0.543478261,developed,developed,"Developed, Medium Intensity",#ED0000
218,cthm-11,18,2025,41,228,552,41.30434783,forest,deciduous forest,Deciduous Forest,#68AA63
218,cthm-11,18,2025,42,87,552,15.76086957,forest,evergreen forest,Evergreen Forest,#1C6330
218,cthm-11,18,2025,43,157,552,28.44202899,forest,mixed forest,Mixed Forest,#B5C98E
218,cthm-11,18,2025,71,1,552,0.18115942,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
218,cthm-11,18,2025,81,4,552,0.724637681,planted,pasture,Pasture/Hay,#DBD83D
219,cthm-11,19,2025,11,2,559,0.357781753,water,water,Open Water,#476BA0
219,cthm-11,19,2025,21,75,559,13.41681574,developed,developed,"Developed, Open Space",#DDC9C9
219,cthm-11,19,2025,22,4,559,0.715563506,developed,developed,"Developed, Low Intensity",#D89382
219,cthm-11,19,2025,41,143,559,25.58139535,forest,deciduous forest,Deciduous Forest,#68AA63
219,cthm-11,19,2025,42,100,559,17.88908766,forest,evergreen forest,Evergreen Forest,#1C6330
219,cthm-11,19,2025,43,171,559,30.59033989,forest,mixed forest,Mixed Forest,#B5C98E
219,cthm-11,19,2025,81,64,559,11.4490161,planted,pasture,Pasture/Hay,#DBD83D
220,cthm-11,20,2025,21,88,555,15.85585586,developed,developed,"Developed, Open Space",#DDC9C9
220,cthm-11,20,2025,22,41,555,7.387387387,developed,developed,"Developed, Low Intensity",#D89382
220,cthm-11,20,2025,23,2,555,0.36036036,developed,developed,"Developed, Medium Intensity",#ED0000
220,cthm-11,20,2025,41,93,555,16.75675676,forest,deciduous forest,Deciduous Forest,#68AA63
220,cthm-11,20,2025,42,153,555,27.56756757,forest,evergreen forest,Evergreen Forest,#1C6330
220,cthm-11,20,2025,43,128,555,23.06306306,forest,mixed forest,Mixed Forest,#B5C98E
220,cthm-11,20,2025,52,5,555,0.900900901,shrubland,shrubland,Scrub/Shrub,#CCBA7C
220,cthm-11,20,2025,71,6,555,1.081081081,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
220,cthm-11,20,2025,81,39,555,7.027027027,planted,pasture,Pasture/Hay,#DBD83D
221,cthm-12,1,2025,11,3,559,0.53667263,water,water,Open Water,#476BA0
221,cthm-12,1,2025,21,68,559,12.16457961,developed,developed,"Developed, Open Space",#DDC9C9
221,cthm-12,1,2025,22,9,559,1.610017889,developed,developed,"Developed, Low Intensity",#D89382
221,cthm-12,1,2025,23,11,559,1.967799642,developed,developed,"Developed, Medium Intensity",#ED0000
221,cthm-12,1,2025,41,119,559,21.28801431,forest,deciduous forest,Deciduous Forest,#68AA63
221,cthm-12,1,2025,43,28,559,5.008944544,forest,mixed forest,Mixed Forest,#B5C98E
221,cthm-12,1,2025,81,321,559,57.42397138,planted,pasture,Pasture/Hay,#DBD83D
222,cthm-12,2,2025,11,1,553,0.180831826,water,water,Open Water,#476BA0
222,cthm-12,2,2025,21,47,553,8.499095841,developed,developed,"Developed, Open Space",#DDC9C9
222,cthm-12,2,2025,22,3,553,0.542495479,developed,developed,"Developed, Low Intensity",#D89382
222,cthm-12,2,2025,41,190,553,34.35804702,forest,deciduous forest,Deciduous Forest,#68AA63
222,cthm-12,2,2025,42,46,553,8.318264014,forest,evergreen forest,Evergreen Forest,#1C6330
222,cthm-12,2,2025,43,35,553,6.329113924,forest,mixed forest,Mixed Forest,#B5C98E
222,cthm-12,2,2025,52,42,553,7.594936709,shrubland,shrubland,Scrub/Shrub,#CCBA7C
222,cthm-12,2,2025,71,1,553,0.180831826,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
222,cthm-12,2,2025,81,188,553,33.99638336,planted,pasture,Pasture/Hay,#DBD83D
223,cthm-12,3,2025,21,53,557,9.515260323,developed,developed,"Developed, Open Space",#DDC9C9
223,cthm-12,3,2025,41,120,557,21.54398564,forest,deciduous forest,Deciduous Forest,#68AA63
223,cthm-12,3,2025,43,83,557,14.90125673,forest,mixed forest,Mixed Forest,#B5C98E
223,cthm-12,3,2025,81,301,557,54.03949731,planted,pasture,Pasture/Hay,#DBD83D
224,cthm-12,4,2025,21,110,559,19.67799642,developed,developed,"Developed, Open Space",#DDC9C9
224,cthm-12,4,2025,22,1,559,0.178890877,developed,developed,"Developed, Low Intensity",#D89382
224,cthm-12,4,2025,41,123,559,22.00357782,forest,deciduous forest,Deciduous Forest,#68AA63
224,cthm-12,4,2025,42,20,559,3.577817531,forest,evergreen forest,Evergreen Forest,#1C6330
224,cthm-12,4,2025,43,97,559,17.35241503,forest,mixed forest,Mixed Forest,#B5C98E
224,cthm-12,4,2025,81,201,559,35.95706619,planted,pasture,Pasture/Hay,#DBD83D
224,cthm-12,4,2025,82,7,559,1.252236136,planted,cultivated crops,Cultivated Crops,#AA7028
225,cthm-12,5,2025,21,48,560,8.571428571,developed,developed,"Developed, Open Space",#DDC9C9
225,cthm-12,5,2025,41,165,560,29.46428571,forest,deciduous forest,Deciduous Forest,#68AA63
225,cthm-12,5,2025,42,110,560,19.64285714,forest,evergreen forest,Evergreen Forest,#1C6330
225,cthm-12,5,2025,43,25,560,4.464285714,forest,mixed forest,Mixed Forest,#B5C98E
225,cthm-12,5,2025,81,212,560,37.85714286,planted,pasture,Pasture/Hay,#DBD83D
226,cthm-12,6,2025,21,110,563,19.53818828,developed,developed,"Developed, Open Space",#DDC9C9
226,cthm-12,6,2025,22,29,563,5.150976909,developed,developed,"Developed, Low Intensity",#D89382
226,cthm-12,6,2025,23,11,563,1.953818828,developed,developed,"Developed, Medium Intensity",#ED0000
226,cthm-12,6,2025,41,248,563,44.04973357,forest,deciduous forest,Deciduous Forest,#68AA63
226,cthm-12,6,2025,42,21,563,3.730017762,forest,evergreen forest,Evergreen Forest,#1C6330
226,cthm-12,6,2025,43,33,563,5.861456483,forest,mixed forest,Mixed Forest,#B5C98E
226,cthm-12,6,2025,52,1,563,0.177619893,shrubland,shrubland,Scrub/Shrub,#CCBA7C
226,cthm-12,6,2025,71,1,563,0.177619893,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
226,cthm-12,6,2025,81,109,563,19.36056838,planted,pasture,Pasture/Hay,#DBD83D
227,cthm-12,7,2025,11,5,559,0.894454383,water,water,Open Water,#476BA0
227,cthm-12,7,2025,21,73,559,13.05903399,developed,developed,"Developed, Open Space",#DDC9C9
227,cthm-12,7,2025,22,3,559,0.53667263,developed,developed,"Developed, Low Intensity",#D89382
227,cthm-12,7,2025,41,104,559,18.60465116,forest,deciduous forest,Deciduous Forest,#68AA63
227,cthm-12,7,2025,43,7,559,1.252236136,forest,mixed forest,Mixed Forest,#B5C98E
227,cthm-12,7,2025,81,367,559,65.6529517,planted,pasture,Pasture/Hay,#DBD83D
228,cthm-12,8,2025,11,10,556,1.798561151,water,water,Open Water,#476BA0
228,cthm-12,8,2025,21,47,556,8.45323741,developed,developed,"Developed, Open Space",#DDC9C9
228,cthm-12,8,2025,22,6,556,1.079136691,developed,developed,"Developed, Low Intensity",#D89382
228,cthm-12,8,2025,41,77,556,13.84892086,forest,deciduous forest,Deciduous Forest,#68AA63
228,cthm-12,8,2025,43,32,556,5.755395683,forest,mixed forest,Mixed Forest,#B5C98E
228,cthm-12,8,2025,81,384,556,69.0647482,planted,pasture,Pasture/Hay,#DBD83D
229,cthm-12,9,2025,11,3,551,0.54446461,water,water,Open Water,#476BA0
229,cthm-12,9,2025,21,60,551,10.8892922,developed,developed,"Developed, Open Space",#DDC9C9
229,cthm-12,9,2025,41,103,551,18.69328494,forest,deciduous forest,Deciduous Forest,#68AA63
229,cthm-12,9,2025,42,18,551,3.266787659,forest,evergreen forest,Evergreen Forest,#1C6330
229,cthm-12,9,2025,43,12,551,2.177858439,forest,mixed forest,Mixed Forest,#B5C98E
229,cthm-12,9,2025,71,2,551,0.362976407,herbaceous,herbaceous,Grassland/Herbaceous,#E2E2C1
