"route","stop_num","year","perc_grassland_stop","quarter_route","perc_grassland_quarter"
"cthm-01",8,2018,4.14414414414414,2,4.29890258931503
"cthm-01",8,2019,4.14414414414414,2,4.12007422343629
"cthm-01",8,2020,4.14414414414414,2,3.94124585755756
"cthm-01",8,2021,4.14414414414414,2,3.29838871470043
"cthm-01",8,2022,3.96396396396396,2,2.54806696437868
"cthm-01",8,2023,3.96396396396396,2,2.69092410723582
"cthm-01",9,1999,3.92857142857143,2,2.62097187867258
"cthm-01",9,2000,3.92857142857143,2,2.58525759295829
"cthm-01",9,2001,4.28571428571429,2,2.69278724741935
"cthm-01",9,2002,2.67857142857143,2,2.80418487506247
"cthm-01",9,2003,1.78571428571428,2,2.73352989827031
"cthm-01",9,2004,1.25,2,2.51853563634464
"cthm-01",9,2005,0.892857142857143,2,2.08609623459116
"cthm-01",9,2006,0.892857142857143,2,2.04999515155867
"cthm-01",9,2007,0.892857142857143,2,1.94259535710851
"cthm-01",9,2008,0.714285714285714,2,1.87090984837264
"cthm-01",9,2009,1.42857142857143,2,2.01376699122979
"cthm-01",9,2010,1.96428571428571,2,3.12991885738165
"cthm-01",9,2011,1.96428571428571,2,3.09420457166737
"cthm-01",9,2012,1.78571428571428,2,2.69826001958563
"cthm-01",9,2013,1.42857142857143,2,2.59079541212102
"cthm-01",9,2014,13.2142857142857,2,5.16190223322784
"cthm-01",9,2015,13.0357142857143,2,4.98204380336941
"cthm-01",9,2016,12.1428571428571,2,4.37110475538
"cthm-01",9,2017,12.1428571428571,2,4.37110475538
"cthm-01",9,2018,12.1428571428572,2,4.29890258931503
"cthm-01",9,2019,11.9642857142857,2,4.12007422343629
"cthm-01",9,2020,11.4285714285714,2,3.94124585755756
"cthm-01",9,2021,8.75,2,3.29838871470043
"cthm-01",9,2022,4.82142857142858,2,2.54806696437868
"cthm-01",9,2023,3.03571428571428,2,2.69092410723582
"cthm-01",10,1999,0.892857142857143,2,2.62097187867258
"cthm-01",10,2000,0.714285714285714,2,2.58525759295829
"cthm-01",10,2001,0.714285714285714,2,2.69278724741935
"cthm-01",10,2002,0.892857142857143,2,2.80418487506247
"cthm-01",10,2003,1.07142857142857,2,2.73352989827031
"cthm-01",10,2004,0.892857142857143,2,2.51853563634464
"cthm-01",10,2005,0.892857142857143,2,2.08609623459116
"cthm-01",10,2006,0.892857142857143,2,2.04999515155867
"cthm-01",10,2007,0.535714285714286,2,1.94259535710851
"cthm-01",10,2008,0.535714285714286,2,1.87090984837264
"cthm-01",10,2009,0.535714285714286,2,2.01376699122979
"cthm-01",10,2010,0.535714285714286,2,3.12991885738165
"cthm-01",10,2011,0.357142857142858,2,3.09420457166737
"cthm-01",10,2012,0.357142857142858,2,2.69826001958563
"cthm-01",10,2013,0.357142857142858,2,2.59079541212102
"cthm-01",10,2014,1.60714285714286,2,5.16190223322784
"cthm-01",10,2015,1.60714285714286,2,4.98204380336941
"cthm-01",10,2016,1.60714285714286,2,4.37110475538
"cthm-01",10,2017,1.60714285714286,2,4.37110475538
"cthm-01",10,2018,1.60714285714286,2,4.29890258931503
"cthm-01",10,2019,1.07142857142857,2,4.12007422343629
"cthm-01",10,2020,0.892857142857144,2,3.94124585755756
"cthm-01",10,2021,0.357142857142858,2,3.29838871470043
"cthm-01",10,2022,0.714285714285715,2,2.54806696437868
"cthm-01",10,2023,3.21428571428572,2,2.69092410723582
"cthm-01",11,1999,5.19713261648745,3,11.2078508999402
"cthm-01",11,2000,5.19713261648745,3,11.4578508999402
"cthm-01",11,2001,5.01792114695341,3,11.8109341138801
"cthm-01",11,2002,5.37634408602151,3,11.7036604758041
"cthm-01",11,2003,7.16845878136201,3,11.6676154209138
"cthm-01",11,2004,7.34767025089606,3,10.8445081947435
"cthm-01",11,2005,6.81003584229391,3,10.3790648612438
"cthm-01",11,2006,6.98924731182796,3,10.2006214408649
"cthm-01",11,2007,6.81003584229391,3,9.88061205051663
"cthm-01",11,2008,6.63082437275985,3,9.66562054523508
"cthm-01",11,2009,5.19713261648745,3,13.0849410533629
"cthm-01",11,2010,4.3010752688172,3,17.1197558244531
"cthm-01",11,2011,4.3010752688172,3,16.7978719675299
"cthm-01",11,2012,4.3010752688172,3,16.2969025610604
"cthm-01",11,2013,4.12186379928315,3,15.8663964613622
"cthm-01",11,2014,4.12186379928315,3,15.6867283026645
"cthm-01",11,2015,4.12186379928315,3,15.2942531307776
"cthm-01",11,2016,4.12186379928315,3,13.1535508373889
"cthm-01",11,2017,4.12186379928315,3,11.1557790013818
"cthm-01",11,2018,4.12186379928315,3,9.4063519578371
"cthm-01",11,2019,3.9426523297491,3,8.26304367129759
"cthm-01",11,2020,3.9426523297491,3,8.12037751392556
"cthm-01",11,2021,3.9426523297491,3,8.0130388449496
"cthm-01",11,2022,3.76344086021505,3,8.01297449858544
"cthm-01",11,2023,6.4516129032258,3,9.01495828330167
"cthm-01",12,1999,13.3574007220216,3,11.2078508999402
"cthm-01",12,2000,13.3574007220216,3,11.4578508999402
"cthm-01",12,2001,11.5523465703971,3,11.8109341138801
"cthm-01",12,2002,11.3718411552346,3,11.7036604758041
"cthm-01",12,2003,10.6498194945848,3,11.6676154209138
"cthm-01",12,2004,9.74729241877256,3,10.8445081947435
"cthm-01",12,2005,9.38628158844765,3,10.3790648612438
"cthm-01",12,2006,9.38628158844765,3,10.2006214408649
"cthm-01",12,2007,10.1083032490975,3,9.88061205051663
"cthm-01",12,2008,9.92779783393502,3,9.66562054523508
"cthm-01",12,2009,9.38628158844765,3,13.0849410533629
"cthm-01",12,2010,9.2057761732852,3,17.1197558244531
"cthm-01",12,2011,8.84476534296029,3,16.7978719675299
"cthm-01",12,2012,8.30324909747292,3,16.2969025610604
"cthm-01",12,2013,7.40072202166064,3,15.8663964613622
"cthm-01",12,2014,6.85920577617329,3,15.6867283026645
"cthm-01",12,2015,6.85920577617329,3,15.2942531307776
"cthm-01",12,2016,6.49819494584837,3,13.1535508373889
"cthm-01",12,2017,6.49819494584837,3,11.1557790013818
"cthm-01",12,2018,6.49819494584837,3,9.4063519578371
"cthm-01",12,2019,6.31768953068592,3,8.26304367129759
"cthm-01",12,2020,6.31768953068592,3,8.12037751392556
"cthm-01",12,2021,6.13718411552347,3,8.0130388449496
"cthm-01",12,2022,6.13718411552347,3,8.01297449858544
"cthm-01",12,2023,6.13718411552347,3,9.01495828330167
"cthm-01",13,1999,21.4285714285714,3,11.2078508999402
"cthm-01",13,2000,21.25,3,11.4578508999402
"cthm-01",13,2001,21.25,3,11.8109341138801
"cthm-01",13,2002,20.5357142857143,3,11.7036604758041
"cthm-01",13,2003,19.2857142857143,3,11.6676154209138
"cthm-01",13,2004,16.4285714285714,3,10.8445081947435
"cthm-01",13,2005,15.1785714285714,3,10.3790648612438
"cthm-01",13,2006,14.8214285714286,3,10.2006214408649
"cthm-01",13,2007,14.8214285714286,3,9.88061205051663
"cthm-01",13,2008,14.8214285714286,3,9.66562054523508
"cthm-01",13,2009,14.8214285714286,3,13.0849410533629
"cthm-01",13,2010,14.8214285714286,3,17.1197558244531
"cthm-01",13,2011,14.8214285714286,3,16.7978719675299
"cthm-01",13,2012,14.8214285714286,3,16.2969025610604
"cthm-01",13,2013,14.8214285714286,3,15.8663964613622
"cthm-01",13,2014,14.8214285714286,3,15.6867283026645
"cthm-01",13,2015,14.4642857142857,3,15.2942531307776
"cthm-01",13,2016,14.4642857142857,3,13.1535508373889
"cthm-01",13,2017,14.4642857142857,3,11.1557790013818
"cthm-01",13,2018,14.4642857142857,3,9.4063519578371
"cthm-01",13,2019,14.4642857142857,3,8.26304367129759
"cthm-01",13,2020,14.6428571428571,3,8.12037751392556
"cthm-01",13,2021,14.8214285714286,3,8.0130388449496
"cthm-01",13,2022,14.6428571428571,3,8.01297449858544
"cthm-01",13,2023,17.5,3,9.01495828330167
"cthm-01",14,1999,8.55614973262032,3,11.2078508999402
"cthm-01",14,2000,8.55614973262032,3,11.4578508999402
"cthm-01",14,2001,8.73440285204991,3,11.8109341138801
"cthm-01",14,2002,8.73440285204991,3,11.7036604758041
"cthm-01",14,2003,8.9126559714795,3,11.6676154209138
"cthm-01",14,2004,8.55614973262032,3,10.8445081947435
"cthm-01",14,2005,8.55614973262032,3,10.3790648612438
"cthm-01",14,2006,8.55614973262032,3,10.2006214408649
"cthm-01",14,2007,8.55614973262032,3,9.88061205051663
"cthm-01",14,2008,9.09090909090909,3,9.66562054523508
"cthm-01",14,2009,28.8770053475936,3,13.0849410533629
"cthm-01",14,2010,28.5204991087344,3,17.1197558244531
"cthm-01",14,2011,27.6292335115864,3,16.7978719675299
"cthm-01",14,2012,27.0944741532977,3,16.2969025610604
"cthm-01",14,2013,26.7379679144385,3,15.8663964613622
"cthm-01",14,2014,26.559714795009,3,15.6867283026645
"cthm-01",14,2015,25.4901960784313,3,15.2942531307776
"cthm-01",14,2016,17.2905525846702,3,13.1535508373889
"cthm-01",14,2017,11.0516934046346,3,11.1557790013818
"cthm-01",14,2018,9.44741532976827,3,9.4063519578371
"cthm-01",14,2019,9.26916221033868,3,8.26304367129759
"cthm-01",14,2020,8.73440285204991,3,8.12037751392556
"cthm-01",14,2021,8.19964349376114,3,8.0130388449496
"cthm-01",14,2022,8.02139037433155,3,8.01297449858544
"cthm-01",14,2023,7.84313725490196,3,9.01495828330167
"cthm-01",15,1999,7.5,3,11.2078508999402
"cthm-01",15,2000,8.92857142857143,3,11.4578508999402
"cthm-01",15,2001,12.5,3,11.8109341138801
"cthm-01",15,2002,12.5,3,11.7036604758041
"cthm-01",15,2003,12.3214285714286,3,11.6676154209138
"cthm-01",15,2004,12.1428571428571,3,10.8445081947435
"cthm-01",15,2005,11.9642857142857,3,10.3790648612438
"cthm-01",15,2006,11.25,3,10.2006214408649
"cthm-01",15,2007,9.10714285714286,3,9.88061205051663
"cthm-01",15,2008,7.85714285714286,3,9.66562054523508
"cthm-01",15,2009,7.14285714285714,3,13.0849410533629
"cthm-01",15,2010,28.75,3,17.1197558244531
"cthm-01",15,2011,28.3928571428572,3,16.7978719675299
"cthm-01",15,2012,26.9642857142857,3,16.2969025610604
"cthm-01",15,2013,26.25,3,15.8663964613622
"cthm-01",15,2014,26.0714285714285,3,15.6867283026645
"cthm-01",15,2015,25.5357142857143,3,15.2942531307776
"cthm-01",15,2016,23.3928571428571,3,13.1535508373889
"cthm-01",15,2017,19.6428571428571,3,11.1557790013818
"cthm-01",15,2018,12.5,3,9.4063519578371
"cthm-01",15,2019,7.32142857142857,3,8.26304367129759
"cthm-01",15,2020,6.96428571428571,3,8.12037751392556
"cthm-01",15,2021,6.96428571428571,3,8.0130388449496
"cthm-01",15,2022,7.5,3,8.01297449858544
"cthm-01",15,2023,7.14285714285714,3,9.01495828330167
"cthm-01",16,1999,1.25,4,9.72341061803413
"cthm-01",16,2000,1.25,4,9.7953530640773
"cthm-01",16,2001,1.25,4,9.68776296259847
"cthm-01",16,2002,1.25,4,10.4804104531623
"cthm-01",16,2003,1.25,4,10.9128998309419
"cthm-01",16,2004,1.25,4,10.447586367427
"cthm-01",16,2005,3.21428571428572,4,9.01593169116804
"cthm-01",16,2006,3.21428571428572,4,8.40673333556681
"cthm-01",16,2007,2.67857142857143,4,7.90454731723103
"cthm-01",16,2008,2.32142857142858,4,7.65306958298602
"cthm-01",16,2009,2.14285714285715,4,7.4375630717626
"cthm-01",16,2010,2.67857142857143,4,7.43723950417668
"cthm-01",16,2011,2.67857142857143,4,7.29245328029106
"cthm-01",16,2012,2.67857142857143,4,7.11304440951911
"cthm-01",16,2013,2.67857142857143,4,6.79033115155405
"cthm-01",16,2014,2.67857142857143,4,6.68255074304655
"cthm-01",16,2015,2.67857142857143,4,6.68121175071849
"cthm-01",16,2016,2.67857142857143,4,6.50276399889711
"cthm-01",16,2017,2.67857142857143,4,6.43139795529967
"cthm-01",16,2018,3.03571428571429,4,6.46679141410788
"cthm-01",16,2019,3.21428571428572,4,6.75269874753069
"cthm-01",16,2020,2.85714285714286,4,6.96602334286586
"cthm-01",16,2021,3.39285714285714,4,7.03745191429443
"cthm-01",16,2022,3.39285714285714,4,6.82226760888928
"cthm-01",16,2023,4.28571428571429,4,6.85810831203346
"cthm-01",17,1999,13.9285714285715,4,9.72341061803413
"cthm-01",17,2000,13.9285714285715,4,9.7953530640773
"cthm-01",17,2001,13.3928571428571,4,9.68776296259847
"cthm-01",17,2002,13.3928571428571,4,10.4804104531623
"cthm-01",17,2003,12.6785714285715,4,10.9128998309419
"cthm-01",17,2004,11.0714285714286,4,10.447586367427
"cthm-01",17,2005,4.10714285714286,4,9.01593169116804
"cthm-01",17,2006,2.5,4,8.40673333556681
"cthm-01",17,2007,2.5,4,7.90454731723103
"cthm-01",17,2008,2.5,4,7.65306958298602
"cthm-01",17,2009,2.32142857142857,4,7.4375630717626
"cthm-01",17,2010,2.32142857142857,4,7.43723950417668
"cthm-01",17,2011,3.39285714285715,4,7.29245328029106
"cthm-01",17,2012,3.39285714285715,4,7.11304440951911
"cthm-01",17,2013,2.67857142857143,4,6.79033115155405
"cthm-01",17,2014,1.96428571428572,4,6.68255074304655
"cthm-01",17,2015,1.78571428571429,4,6.68121175071849
"cthm-01",17,2016,1.42857142857143,4,6.50276399889711
"cthm-01",17,2017,1.60714285714286,4,6.43139795529967
"cthm-01",17,2018,1.78571428571428,4,6.46679141410788
"cthm-01",17,2019,3.03571428571428,4,6.75269874753069
"cthm-01",17,2020,4.82142857142857,4,6.96602334286586
"cthm-01",17,2021,4.64285714285714,4,7.03745191429443
"cthm-01",17,2022,4.46428571428572,4,6.82226760888928
"cthm-01",17,2023,4.10714285714286,4,6.85810831203346
"cthm-01",18,1999,18.2468694096601,4,9.72341061803413
"cthm-01",18,2000,18.2468694096601,4,9.7953530640773
"cthm-01",18,2001,18.2468694096601,4,9.68776296259847
"cthm-01",18,2002,17.8890876565295,4,10.4804104531623
"cthm-01",18,2003,18.0679785330948,4,10.9128998309419
"cthm-01",18,2004,18.0679785330948,4,10.447586367427
"cthm-01",18,2005,18.0679785330948,4,9.01593169116804
"cthm-01",18,2006,18.0679785330948,4,8.40673333556681
"cthm-01",18,2007,17.8890876565295,4,7.90454731723103
"cthm-01",18,2008,18.0679785330948,4,7.65306958298602
"cthm-01",18,2009,18.2468694096601,4,7.4375630717626
"cthm-01",18,2010,18.2468694096601,4,7.43723950417668
"cthm-01",18,2011,18.0679785330948,4,7.29245328029106
"cthm-01",18,2012,18.0679785330948,4,7.11304440951911
"cthm-01",18,2013,18.0679785330948,4,6.79033115155405
"cthm-01",18,2014,18.0679785330948,4,6.68255074304655
"cthm-01",18,2015,17.8890876565295,4,6.68121175071849
"cthm-01",18,2016,17.8890876565295,4,6.50276399889711
"cthm-01",18,2017,17.5313059033989,4,6.43139795529967
"cthm-01",18,2018,17.3524150268336,4,6.46679141410788
"cthm-01",18,2019,17.1735241502683,4,6.75269874753069
"cthm-01",18,2020,17.1735241502684,4,6.96602334286586
"cthm-01",18,2021,17.1735241502684,4,7.03745191429443
"cthm-01",18,2022,16.8157423971378,4,6.82226760888928
"cthm-01",18,2023,16.6368515205725,4,6.85810831203346
"cthm-01",19,1999,7.63765541740675,4,9.72341061803413
"cthm-01",19,2000,7.63765541740675,4,9.7953530640773
"cthm-01",19,2001,7.81527531083482,4,9.68776296259847
"cthm-01",19,2002,7.46003552397869,4,10.4804104531623
"cthm-01",19,2003,7.46003552397869,4,10.9128998309419
"cthm-01",19,2004,7.46003552397869,4,10.447586367427
"cthm-01",19,2005,7.46003552397869,4,9.01593169116804
"cthm-01",19,2006,7.46003552397869,4,8.40673333556681
"cthm-01",19,2007,7.28241563055062,4,7.90454731723103
"cthm-01",19,2008,7.28241563055062,4,7.65306958298602
"cthm-01",19,2009,7.28241563055062,4,7.4375630717626
"cthm-01",19,2010,7.10479573712256,4,7.43723950417668
"cthm-01",19,2011,6.92717584369449,4,7.29245328029106
"cthm-01",19,2012,6.74955595026643,4,7.11304440951911
"cthm-01",19,2013,6.74955595026643,4,6.79033115155405
"cthm-01",19,2014,7.10479573712256,4,6.68255074304655
"cthm-01",19,2015,7.81527531083482,4,6.68121175071849
"cthm-01",19,2016,7.46003552397868,4,6.50276399889711
"cthm-01",19,2017,7.28241563055062,4,6.43139795529967
"cthm-01",19,2018,7.28241563055062,4,6.46679141410788
"cthm-01",19,2019,7.28241563055062,4,6.75269874753069
"cthm-01",19,2020,7.46003552397868,4,6.96602334286586
"cthm-01",19,2021,7.46003552397868,4,7.03745191429443
"cthm-01",19,2022,7.46003552397869,4,6.82226760888928
"cthm-01",19,2023,7.28241563055062,4,6.85810831203346
"cthm-01",20,1999,7.55395683453237,4,9.72341061803413
"cthm-01",20,2000,7.9136690647482,4,9.7953530640773
"cthm-01",20,2001,7.73381294964029,4,9.68776296259847
