"County_Route_Stop","County_Route","mbbs_county","route_num","stop_num","lat","lon","notes"
"Durham-5-7","Durham-5","Durham",5,7,35.9194738,-78.9863458,""
"Durham-5-8","Durham-5","Durham",5,8,35.9262418,-78.9893718,""
"Durham-5-9","Durham-5","Durham",5,9,35.932457,-78.9894436,""
"Durham-5-10","Durham-5","Durham",5,10,35.9398126,-78.9841876,""
"Durham-5-11","Durham-5","Durham",5,11,35.9425889,-78.9795975,""
"Durham-5-12","Durham-5","Durham",5,12,35.946114,-78.9715172,""
"Durham-5-13","Durham-5","Durham",5,13,35.9508564,-78.9655766,""
"Durham-5-14","Durham-5","Durham",5,14,35.9533748,-78.9581148,""
"Durham-5-15","Durham-5","Durham",5,15,35.9573191,-78.9511531,""
"Durham-5-16","Durham-5","Durham",5,16,35.9610426,-78.9474957,""
"Durham-5-17","Durham-5","Durham",5,17,35.9669508,-78.9457455,""
"Durham-5-18","Durham-5","Durham",5,18,35.9735894,-78.9428726,""
"Durham-5-19","Durham-5","Durham",5,19,35.9843204,-78.9410977,""
"Durham-5-20","Durham-5","Durham",5,20,35.9897964,-78.9388187,""
"Durham-6-1","Durham-6","Durham",6,1,35.8687576,-78.8298885,""
"Durham-6-2","Durham-6","Durham",6,2,35.8744067,-78.8366567,""
"Durham-6-3","Durham-6","Durham",6,3,35.8795416,-78.8406627,""
"Durham-6-4","Durham-6","Durham",6,4,35.8805364,-78.8454915,""
"Durham-6-5","Durham-6","Durham",6,5,35.8874673,-78.8491849,""
"Durham-6-6","Durham-6","Durham",6,6,35.8972234,-78.8497119,""
"Durham-6-7","Durham-6","Durham",6,7,35.9021586,-78.8538769,""
"Durham-6-8","Durham-6","Durham",6,8,35.9070053,-78.8618308,""
"Durham-6-9","Durham-6","Durham",6,9,35.9148937,-78.8681787,""
"Durham-6-10","Durham-6","Durham",6,10,35.9197207,-78.8732447,""
"Durham-6-11","Durham-6","Durham",6,11,35.9247973,-78.8806132,""
"Durham-6-12","Durham-6","Durham",6,12,35.9300092,-78.8853173,""
"Durham-6-13","Durham-6","Durham",6,13,35.9341271,-78.8901052,""
"Durham-6-14","Durham-6","Durham",6,14,35.9421815,-78.8998308,""
"Durham-6-15","Durham-6","Durham",6,15,35.9478616,-78.9031045,""
"Durham-6-16","Durham-6","Durham",6,16,35.9574454,-78.9087501,""
"Durham-6-17","Durham-6","Durham",6,17,35.9638489,-78.9179103,""
"Durham-6-18","Durham-6","Durham",6,18,35.9674861,-78.9225563,""
"Durham-6-19","Durham-6","Durham",6,19,35.9728573,-78.9333264,""
"Durham-6-20","Durham-6","Durham",6,20,35.9758196,-78.937776,""
"Durham-7-1","Durham-7","Durham",7,1,35.951236,-78.836051,"""Just be aware the mileage might be correct but some of the landmarks have changed. For example, the abandoned house is now the food lion shopping center"" 0.0 storage area"
"Durham-7-2","Durham-7","Durham",7,2,35.95625,-78.82648,"0.55 1615 Sheron Rd"
"Durham-7-3","Durham-7","Durham",7,3,35.959794,-78.819419,"1.1 Fields"
"Durham-7-4","Durham-7","Durham",7,4,35.962164,-78.813438,"1.5 RTP Lock and Key"
"Durham-7-5","Durham-7","Durham",7,5,35.964661,-78.805792,"2.0 Cemetery"
"Durham-7-6","Durham-7","Durham",7,6,35.970668,-78.800716,"2.6 312 Sheron Rd"
"Durham-7-7","Durham-7","Durham",7,7,35.974903,-78.792632,"3.0 Food Lion near Rte 98"
"Durham-7-8","Durham-7","Durham",7,8,35.977794,-78.781118,"0.0 98 and Baptist Middle School"
"Durham-7-9","Durham-7","Durham",7,9,35.982075,-78.775266,"0.55 Cemetery"
"Durham-7-10","Durham-7","Durham",7,10,35.989001,-78.769871,"1.1 Field"
"Durham-7-11","Durham-7","Durham",7,11,35.992371,-78.76502,"1.5 Greenbrier Rd"
"Durham-7-12","Durham-7","Durham",7,12,35.99169,-78.75632,"2.0 Intersection of 1908 Southview at Church"
"Durham-7-13","Durham-7","Durham",7,13,35.98609,-78.75113,"0.5 510 Southview"
"Durham-7-14","Durham-7","Durham",7,14,35.97808,-78.75011,"1.0 Powerline crossing"
"Durham-7-15","Durham-7","Durham",7,15,35.97198,-78.74944,"1.5 Past Bridge"
"Durham-7-16","Durham-7","Durham",7,16,35.96481,-78.75342,"2.0 Edge of field"
"Durham-7-17","Durham-7","Durham",7,17,35.96113,-78.74909,"2.5 Kemp and Southview"
"Durham-7-18","Durham-7","Durham",7,18,35.95701,-78.74222,"0.6 Old Kemp Road"
"Durham-7-19","Durham-7","Durham",7,19,35.95484,-78.73421,"1.2 Power line"
"Durham-7-20","Durham-7","Durham",7,20,35.95004,-78.73453,"1.7 Carpenter Pond and Soral Gin"
"Durham-8-1","Durham-8","Durham",8,1,35.926474,-78.761981,""
"Durham-8-2","Durham-8","Durham",8,2,35.933695,-78.767016,""
"Durham-8-3","Durham-8","Durham",8,3,35.939618,-78.771087,""
"Durham-8-4","Durham-8","Durham",8,4,35.945499,-78.771726,""
"Durham-8-5","Durham-8","Durham",8,5,35.952134,-78.774109,""
"Durham-8-6","Durham-8","Durham",8,6,35.958573,-78.778001,""
"Durham-8-7","Durham-8","Durham",8,7,35.966321,-78.782952,""
"Durham-8-8","Durham-8","Durham",8,8,35.970357,-78.784644,""
"Durham-8-9","Durham-8","Durham",8,9,35.974939,-78.785642,""
"Durham-8-10","Durham-8","Durham",8,10,35.979455,-78.794692,""
"Durham-8-11","Durham-8","Durham",8,11,35.984999,-78.798088,""
"Durham-8-12","Durham-8","Durham",8,12,35.99131,-78.801438,""
"Durham-8-13","Durham-8","Durham",8,13,35.998118,-78.801612,""
"Durham-8-14","Durham-8","Durham",8,14,36.010964,-78.802016,""
"Durham-8-15","Durham-8","Durham",8,15,36.018845,-78.805619,""
"Durham-8-16","Durham-8","Durham",8,16,36.024588,-78.809631,""
"Durham-8-17","Durham-8","Durham",8,17,36.031722,-78.81219,""
"Durham-8-18","Durham-8","Durham",8,18,36.038641,-78.817245,""
"Durham-8-19","Durham-8","Durham",8,19,36.046454,-78.808834,""
"Durham-8-20","Durham-8","Durham",8,20,36.04858,-78.803373,""
