,City,Species,Sample,UAI,SD,SE
7771,Glasgow_GB,Eurasian Oystercatcher,5731,1.681592821,0.910292072,0.012024459
9632,Istanbul_TR,Eurasian Oystercatcher,129,1.587227407,0.704940969,0.062066592
10877,Lisbon_PT,Eurasian Oystercatcher,740,2.049439799,1.192026362,0.043819761
11307,London_GB,Eurasian Oystercatcher,6952,0.922998423,1.004037003,0.012041895
13894,Mumbai_IN,Eurasian Oystercatcher,225,0.420275557,0.236240507,0.015749367
15858,Oulu_FI,Eurasian Oystercatcher,472,1.934395244,1.340779281,0.061714369
17948,Reykjavik_IS,Eurasian Oystercatcher,3221,1.852149173,1.701338351,0.029977494
20189,Seoul_KR,Eurasian Oystercatcher,234,2.231287183,1.079796071,0.070588477
21035,Stockholm_SE,Eurasian Oystercatcher,278,1.24691084,1.468704306,0.088087031
22136,Tokyo_JP,Eurasian Oystercatcher,243,2.640222396,0.669628791,0.042956707
937,Athens_GR,Eurasian Penduline-Tit,167,0.872686591,1.130382589,0.087471631
1399,Barcelona_ES,Eurasian Penduline-Tit,790,2.884652303,0.670113709,0.023841576
1777,Beirut_LB,Eurasian Penduline-Tit,127,0.701956524,0.62428645,0.055396465
3353,Budapest_HU,Eurasian Penduline-Tit,226,0.192640461,0.451949489,0.030063233
9664,Istanbul_TR,Eurasian Penduline-Tit,112,1.2202298,0.805629557,0.076124838
10565,Kyiv_UA,Eurasian Penduline-Tit,123,1.88636678,1.122914339,0.101249776
10992,Lisbon_PT,Eurasian Penduline-Tit,128,1.037481067,1.050220006,0.092827211
11804,Madrid_ES,Eurasian Penduline-Tit,1751,1.765778314,1.215614408,0.029050443
59,A_Coruna_ES,Eurasian Reed Warbler,149,1.370141118,1.121074111,0.09184197
929,Athens_GR,Eurasian Reed Warbler,158,1.047062234,1.328297955,0.105673711
1378,Barcelona_ES,Eurasian Reed Warbler,699,2.949350987,0.872198954,0.032989594
1754,Beirut_LB,Eurasian Reed Warbler,299,0.847391989,0.808407494,0.046751413
2096,Berlin_DE,Eurasian Reed Warbler,385,1.13048097,1.107352547,0.056435912
3328,Budapest_HU,Eurasian Reed Warbler,290,0.303891696,0.619726015,0.036391565
7247,Dubai_AE,Eurasian Reed Warbler,122,2.90575918,1.119784063,0.101380486
9619,Istanbul_TR,Eurasian Reed Warbler,242,1.732281937,1.305601605,0.08392725
10936,Lisbon_PT,Eurasian Reed Warbler,1957,1.461951927,1.378571968,0.031162625
11247,London_GB,Eurasian Reed Warbler,7560,1.414856394,1.339608949,0.015406967
11831,Madrid_ES,Eurasian Reed Warbler,2148,1.511664985,1.164259658,0.025120756
14015,Munich_DE,Eurasian Reed Warbler,502,0.269162138,0.491778691,0.021949157
20913,Sofia_BG,Eurasian Reed Warbler,131,0.661765986,0.837090824,0.073136965
21022,Stockholm_SE,Eurasian Reed Warbler,585,1.375679071,1.330057536,0.054991111
22943,Warsaw_PL,Eurasian Reed Warbler,119,1.60888119,1.294619553,0.11867758
848,Athens_GR,Eurasian Scops-Owl,340,2.622914151,1.467934964,0.079609951
1483,Barcelona_ES,Eurasian Scops-Owl,148,1.867722071,1.344182083,0.110491087
11779,Madrid_ES,Eurasian Scops-Owl,664,2.11274991,1.493533991,0.05796036
29,A_Coruna_ES,Eurasian Siskin,508,1.72477194,1.447203254,0.064209261
820,Athens_GR,Eurasian Siskin,336,3.225910354,1.472888523,0.080352657
1448,Barcelona_ES,Eurasian Siskin,890,2.433554716,1.165275384,0.03906012
1707,Beirut_LB,Eurasian Siskin,153,1.158265339,1.07609579,0.086997188
2060,Berlin_DE,Eurasian Siskin,376,1.764735168,1.231444932,0.063506923
3250,Budapest_HU,Eurasian Siskin,362,1.125727655,1.094541921,0.057527846
5644,Cork_IE,Eurasian Siskin,104,0.870790383,1.194669977,0.117147029
7776,Glasgow_GB,Eurasian Siskin,2326,1.641314898,1.157709872,0.024004623
9533,Istanbul_TR,Eurasian Siskin,287,2.799938502,1.320659613,0.077956072
10556,Kyiv_UA,Eurasian Siskin,153,2.055929218,1.149170083,0.092904895
10861,Lisbon_PT,Eurasian Siskin,1555,2.331539876,1.520568563,0.038560336
11243,London_GB,Eurasian Siskin,5005,1.434968339,1.254270627,0.017729203
11657,Lyon_FR,Eurasian Siskin,205,1.618221115,1.223688433,0.085466107
11791,Madrid_ES,Eurasian Siskin,793,1.898599428,1.392759342,0.049458334
13583,Moscow_RU,Eurasian Siskin,246,3.157994505,1.294583587,0.082539635
13939,Munich_DE,Eurasian Siskin,848,0.84055154,0.955118261,0.032798896
15893,Oulu_FI,Eurasian Siskin,963,1.651969255,1.477160619,0.047600836
20222,Sevastopol_UA,Eurasian Siskin,129,0.239471289,0.623739837,0.05491723
20296,Shanghai_CN,Eurasian Siskin,207,2.730488039,0.956166603,0.066458173
20803,Sofia_BG,Eurasian Siskin,437,2.296576649,1.333109133,0.063771258
20972,Stockholm_SE,Eurasian Siskin,2253,1.907102742,1.528915406,0.0322109
21544,Taipei_TW,Eurasian Siskin,234,1.716926691,0.95471106,0.062411414
22938,Warsaw_PL,Eurasian Siskin,245,1.691342655,1.389438831,0.088767991
129,A_Coruna_ES,Eurasian Skylark,1721,0.532797944,0.991915724,0.023910262
349,Adelaide_AU,Eurasian Skylark,334,0.511903266,0.815149722,0.044603008
907,Athens_GR,Eurasian Skylark,127,1.460458056,1.564701214,0.138844781
1000,Auckland_NZ,Eurasian Skylark,8450,0.329650044,0.727844925,0.007917909
1475,Barcelona_ES,Eurasian Skylark,520,1.964158175,1.239099831,0.054338122
1644,Beijing_CN,Eurasian Skylark,222,1.03776042,1.082469281,0.072650581
2111,Berlin_DE,Eurasian Skylark,661,0.700277504,0.903773398,0.035152711
3342,Budapest_HU,Eurasian Skylark,572,0.238255841,0.480126747,0.020075108
4953,Christchurch_NZ,Eurasian Skylark,5335,0.49849732,0.869603359,0.011905674
7759,Glasgow_GB,Eurasian Skylark,3671,1.717375827,0.847597063,0.013989341
8869,Hobart_AU,Eurasian Skylark,719,0.2850867,0.552428312,0.0206021
8917,Honolulu_US,Eurasian Skylark,296,2.126615095,1.113986919,0.064749174
9663,Istanbul_TR,Eurasian Skylark,234,1.233869921,0.896459793,0.05860341
11010,Lisbon_PT,Eurasian Skylark,1989,0.871874734,0.995374503,0.022318712
11301,London_GB,Eurasian Skylark,14955,0.963145715,0.978920646,0.00800487
11716,Lyon_FR,Eurasian Skylark,212,0.867189666,1.110127291,0.076243855
11931,Madrid_ES,Eurasian Skylark,1860,0.699197162,1.018013751,0.023604629
12502,Melbourne_AU,Eurasian Skylark,6099,0.69580446,0.962429997,0.012323664
13958,Munich_DE,Eurasian Skylark,778,0.7062194,0.896058963,0.03212527
15943,Oulu_FI,Eurasian Skylark,330,1.266624567,1.559569571,0.085851479
20265,Sevastopol_UA,Eurasian Skylark,500,0.006979094,0.143995044,0.006439654
20914,Sofia_BG,Eurasian Skylark,464,0.65791566,0.831930537,0.038621406
21019,Stockholm_SE,Eurasian Skylark,2521,1.403469216,1.542282922,0.030716917
21111,Sydney_AU,Eurasian Skylark,238,1.999328279,1.244359153,0.080659824
21558,Taipei_TW,Eurasian Skylark,200,1.622341195,0.521885121,0.036902851
22176,Tokyo_JP,Eurasian Skylark,588,1.845876998,1.158875307,0.047791212
22982,Warsaw_PL,Eurasian Skylark,205,0.67227933,1.050794101,0.073390643
66,A_Coruna_ES,Eurasian Sparrowhawk,429,1.324047422,1.337828328,0.06459096
837,Athens_GR,Eurasian Sparrowhawk,919,2.867413811,1.579870563,0.052115121
1460,Barcelona_ES,Eurasian Sparrowhawk,1074,2.199462708,1.241954636,0.037896892
1579,Beijing_CN,Eurasian Sparrowhawk,693,1.984868171,1.158596299,0.044011434
1702,Beirut_LB,Eurasian Sparrowhawk,380,1.175890945,1.053311383,0.054033734
2048,Berlin_DE,Eurasian Sparrowhawk,308,1.868723386,1.273004704,0.072536175
3256,Budapest_HU,Eurasian Sparrowhawk,487,1.050759984,1.271375513,0.057611524
4263,Casablanca_MA,Eurasian Sparrowhawk,190,3.087818672,1.194874396,0.0866853
5629,Cork_IE,Eurasian Sparrowhawk,101,1.046901609,1.118506245,0.111295531
7715,Glasgow_GB,Eurasian Sparrowhawk,1123,2.139186814,1.063216506,0.031727206
9547,Istanbul_TR,Eurasian Sparrowhawk,1266,2.608292925,1.437757959,0.040408146
10569,Kyiv_UA,Eurasian Sparrowhawk,190,1.778326535,1.18374279,0.085877728
10932,Lisbon_PT,Eurasian Sparrowhawk,962,1.486655829,1.130478405,0.036448087
11214,London_GB,Eurasian Sparrowhawk,9635,1.765183248,1.326039418,0.013509229
11691,Lyon_FR,Eurasian Sparrowhawk,149,1.098613513,1.175712805,0.096318146
11841,Madrid_ES,Eurasian Sparrowhawk,1527,1.408196634,1.284580027,0.032873175
13561,Moscow_RU,Eurasian Sparrowhawk,188,3.537091858,1.267356426,0.092431467
13768,Mumbai_IN,Eurasian Sparrowhawk,177,1.563978336,1.079994483,0.081177356
13943,Munich_DE,Eurasian Sparrowhawk,474,0.809395649,1.126719749,0.051751952
15942,Oulu_FI,Eurasian Sparrowhawk,455,1.285162187,1.300820449,0.060983403
20132,Seoul_KR,Eurasian Sparrowhawk,211,3.056887651,1.103081479,0.075939261
20234,Sevastopol_UA,Eurasian Sparrowhawk,189,0.157931699,0.508626022,0.036997099
20850,Sofia_BG,Eurasian Sparrowhawk,481,1.508036853,1.29071682,0.058851621
20999,Stockholm_SE,Eurasian Sparrowhawk,964,1.60664417,1.60349608,0.051645131
21481,Taipei_TW,Eurasian Sparrowhawk,396,2.04686764,0.753767819,0.037878258
21685,Tehran_IR,Eurasian Sparrowhawk,280,2.804225743,1.334160752,0.079731355
22122,Tokyo_JP,Eurasian Sparrowhawk,179,2.817690236,1.186371043,0.088673535
22929,Warsaw_PL,Eurasian Sparrowhawk,164,1.851069314,1.463690437,0.114295021
38,A_Coruna_ES,Eurasian Spoonbill,624,1.531752315,1.18782379,0.047551008
1333,Barcelona_ES,Eurasian Spoonbill,246,3.292341288,0.820249839,0.05229722
1637,Beijing_CN,Eurasian Spoonbill,158,1.110792267,0.607135698,0.048301123
1773,Beirut_LB,Eurasian Spoonbill,169,0.725731314,0.654250001,0.050326923
1948,Bengaluru_IN,Eurasian Spoonbill,640,1.445299566,0.9351833,0.036966366
3370,Budapest_HU,Eurasian Spoonbill,142,0.083945556,0.289783239,0.024318069
4313,Casablanca_MA,Eurasian Spoonbill,134,2.085137932,0.903885749,0.078083836
6271,Dakar_SN,Eurasian Spoonbill,104,1.556045006,0.701876818,0.068824684
6731,Delhi_IN,Eurasian Spoonbill,859,1.302406476,0.852646774,0.029091933
7251,Dubai_AE,Eurasian Spoonbill,388,2.884173809,0.692116949,0.035136914
9657,Istanbul_TR,Eurasian Spoonbill,230,1.336848561,0.755034615,0.049785508
10617,Las_Palmas_de_Gran_Canaria_ES,Eurasian Spoonbill,160,2.895366846,0.884865817,0.069954785
10956,Lisbon_PT,Eurasian Spoonbill,6426,1.299799838,1.140728753,0.014230234
11326,London_GB,Eurasian Spoonbill,233,0.735125044,1.001490181,0.065609803
11905,Madrid_ES,Eurasian Spoonbill,824,0.931896149,0.725466562,0.025272825
13671,Mumbai_IN,Eurasian Spoonbill,1346,2.068657406,0.753014947,0.020524901
18105,Salalah_OM,Eurasian Spoonbill,126,2.355855725,1.039201492,0.092579427
20157,Seoul_KR,Eurasian Spoonbill,184,2.792930694,1.070725653,0.078934942
20405,Shenzhen_CN,Eurasian Spoonbill,127,2.64164886,0.707474307,0.062778193
21435,Taipei_TW,Eurasian Spoonbill,371,2.242431336,0.852770134,0.044273619
21830,Thiruvananthapuram_IN,Eurasian Spoonbill,285,0.564066973,0.732249927,0.043374742
22754,Udaipur_IN,Eurasian Spoonbill,101,0.788479201,0.831667526,0.082754012
1510,Barcelona_ES,Eurasian Thick-knee,153,0.979320703,1.351739799,0.109281686
10642,Las_Palmas_de_Gran_Canaria_ES,Eurasian Thick-knee,160,2.401416344,0.851463103,0.067314069
11921,Madrid_ES,Eurasian Thick-knee,597,0.803515928,1.092799419,0.044725303
862,Athens_GR,Eurasian Tree Sparrow,171,2.223982948,1.454368191,0.111218315
1135,Bangkok_TH,Eurasian Tree Sparrow,8123,2.726119519,1.183096026,0.013126888
1367,Barcelona_ES,Eurasian Tree Sparrow,4233,3.000976364,1.094249657,0.016818695
1545,Beijing_CN,Eurasian Tree Sparrow,5122,2.561191046,1.117995078,0.015621405
2075,Berlin_DE,Eurasian Tree Sparrow,716,1.501334624,1.334491244,0.049872279
3251,Budapest_HU,Eurasian Tree Sparrow,1453,1.119902484,1.294200763,0.033952272
7115,Dibrugarh_IN,Eurasian Tree Sparrow,282,0.927830157,0.774507756,0.046121266
7788,Glasgow_GB,Eurasian Tree Sparrow,959,1.569702073,1.211810242,0.039131394
9558,Istanbul_TR,Eurasian Tree Sparrow,267,2.44425452,1.400824676,0.085729078
9944,Jakarta_ID,Eurasian Tree Sparrow,914,2.850870893,1.139764716,0.037700066
10442,Kota_Kinabalu_MY,Eurasian Tree Sparrow,1238,1.662626381,1.462647303,0.04156993
10546,Kyiv_UA,Eurasian Tree Sparrow,939,2.232331821,1.120409097,0.036563169
10959,Lisbon_PT,Eurasian Tree Sparrow,1255,1.283938384,1.015411848,0.028662916
11221,London_GB,Eurasian Tree Sparrow,690,1.664647762,1.036860127,0.03947259
11751,Madrid_ES,Eurasian Tree Sparrow,8302,2.567949448,1.39022695,0.015257885
12382,Melbourne_AU,Eurasian Tree Sparrow,1604,2.021583268,0.910584116,0.0227362
13534,Moscow_RU,Eurasian Tree Sparrow,1360,3.928962982,0.976567004,0.026480891
13942,Munich_DE,Eurasian Tree Sparrow,1745,0.829511734,0.905224318,0.021669979
14246,Naha_JP,Eurasian Tree Sparrow,603,1.952730683,0.813135935,0.033113455
15849,Oulu_FI,Eurasian Tree Sparrow,513,2.519020586,1.413031813,0.062386879
17329,Puerto_Princesa_PH,Eurasian Tree Sparrow,438,0.674958305,0.628239619,0.03001845
17768,Quezon_City_PH,Eurasian Tree Sparrow,5287,2.543839333,1.183913531,0.016282284
18002,Rome_IT,Eurasian Tree Sparrow,458,2.457604046,1.648167939,0.07701383
20115,Seoul_KR,Eurasian Tree Sparrow,4000,3.150901949,1.076028129,0.017013499
20221,Sevastopol_UA,Eurasian Tree Sparrow,422,0.247028326,0.624052413,0.030378396
20286,Shanghai_CN,Eurasian Tree Sparrow,2271,2.899813,1.112029394,0.023334994
20350,Shenzhen_CN,Eurasian Tree Sparrow,9695,2.98764829,0.932829247,0.009473888
20581,Singapore_SG,Eurasian Tree Sparrow,3438,3.689486468,0.844879477,0.014409265
20807,Sofia_BG,Eurasian Tree Sparrow,2018,2.181353946,1.321322854,0.029413612
20936,Stockholm_SE,Eurasian Tree Sparrow,3242,2.590545809,1.610552755,0.028285799
21362,Taipei_TW,Eurasian Tree Sparrow,42994,3.124917079,1.008375811,0.004863159
21650,Tehran_IR,Eurasian Tree Sparrow,713,3.975101172,0.947560062,0.035486403
22092,Tokyo_JP,Eurasian Tree Sparrow,7293,3.235166909,1.104388757,0.012932095
22900,Warsaw_PL,Eurasian Tree Sparrow,486,2.643445303,1.332485241,0.060442758
2071,Berlin_DE,Eurasian Treecreeper,195,1.580941859,1.306569194,0.093565363
3339,Budapest_HU,Eurasian Treecreeper,348,0.248772927,0.649636409,0.034824167
5635,Cork_IE,Eurasian Treecreeper,130,0.999221093,1.218110129,0.106835326
7783,Glasgow_GB,Eurasian Treecreeper,1243,1.585511874,1.235040081,0.035030432
10550,Kyiv_UA,Eurasian Treecreeper,266,2.195987366,1.11170839,0.068163215
11273,London_GB,Eurasian Treecreeper,6299,1.188281649,1.16325578,0.014656809
13550,Moscow_RU,Eurasian Treecreeper,411,3.694468511,0.979694075,0.048324745
13933,Munich_DE,Eurasian Treecreeper,377,0.864418695,1.015952087,0.052324195
15908,Oulu_FI,Eurasian Treecreeper,249,1.607928933,1.756801908,0.111332797
20819,Sofia_BG,Eurasian Treecreeper,201,1.960350651,1.376963122,0.09712349
20969,Stockholm_SE,Eurasian Treecreeper,1419,1.933094085,1.487090527,0.039477188
22917,Warsaw_PL,Eurasian Treecreeper,127,2.00924547,1.455129629,0.129121875
93,A_Coruna_ES,Eurasian Wigeon,422,0.961366939,0.973523458,0.04739038
484,Anchorage_US,Eurasian Wigeon,127,2.008377518,1.416498588,0.125693924
1387,Barcelona_ES,Eurasian Wigeon,406,2.924263871,0.855561042,0.042460782
1784,Beirut_LB,Eurasian Wigeon,120,0.573583636,0.519549074,0.047428125
2002,Bengaluru_IN,Eurasian Wigeon,135,0.84368189,1.126236502,0.096931005
2131,Berlin_DE,Eurasian Wigeon,215,0.425542203,0.778235609,0.053075228
3311,Budapest_HU,Eurasian Wigeon,285,0.408423113,0.771257027,0.045685323
3757,Calgary_CA,Eurasian Wigeon,327,1.048757805,1.304431396,0.072135221
5600,Cork_IE,Eurasian Wigeon,232,1.360189954,0.958998373,0.062961328
6669,Delhi_IN,Eurasian Wigeon,1101,1.763280784,1.054690319,0.031785665
7202,Dibrugarh_IN,Eurasian Wigeon,139,0.157293937,0.379390993,0.032179524
7818,Glasgow_GB,Eurasian Wigeon,1707,1.285144239,0.907886231,0.021974281
8458,Halifax_CA,Eurasian Wigeon,689,2.360045922,1.10088649,0.041940435
8956,Honolulu_US,Eurasian Wigeon,283,1.354210273,0.876573065,0.05210686
9616,Istanbul_TR,Eurasian Wigeon,296,1.770954658,0.939200513,0.054589921
10984,Lisbon_PT,Eurasian Wigeon,770,1.110261908,1.042169576,0.037557185
11286,London_GB,Eurasian Wigeon,10428,1.083823741,1.117252179,0.010940841
11370,Los_Angeles_US,Eurasian Wigeon,1479,3.150149402,0.790761614,0.020561817
11797,Madrid_ES,Eurasian Wigeon,327,1.807384386,1.369873024,0.075754151
14030,Munich_DE,Eurasian Wigeon,622,0.185430162,0.43335016,0.017375758
14180,Nagpur_IN,Eurasian Wigeon,134,0.684998646,0.692763022,0.05984561
15179,New_York_City_US,Eurasian Wigeon,3010,2.416468908,0.858454434,0.015647105
15916,Oulu_FI,Eurasian Wigeon,781,1.566348524,1.369863723,0.049017578
17937,Reykjavik_IS,Eurasian Wigeon,1904,2.129758519,1.917478948,0.043943752
18060,Rome_IT,Eurasian Wigeon,167,0.641218336,0.82837643,0.064101693
18711,San_Francisco_US,Eurasian Wigeon,4307,1.764273438,1.278601164,0.019482633
19952,Seattle_US,Eurasian Wigeon,8490,1.399890086,1.12191522,0.012176044
20168,Seoul_KR,Eurasian Wigeon,231,2.670430501,1.415170227,0.093111365
20453,Shenzhen_CN,Eurasian Wigeon,853,2.436784199,0.550553872,0.018850606
20852,Sofia_BG,Eurasian Wigeon,270,1.461508866,0.924839384,0.056283933
21043,Stockholm_SE,Eurasian Wigeon,1109,1.130243165,1.293074732,0.038829147
21496,Taipei_TW,Eurasian Wigeon,1600,1.964705867,0.540572998,0.013514325
22106,Tokyo_JP,Eurasian Wigeon,1563,3.032381278,0.993302651,0.025124771
22981,Warsaw_PL,Eurasian Wigeon,177,0.684556925,0.885908977,0.066588996
11295,London_GB,Eurasian Woodcock,428,1.008251032,1.206360465,0.058311634
21065,Stockholm_SE,Eurasian Woodcock,139,0.855195843,1.542557161,0.130837991
80,A_Coruna_ES,Eurasian Wren,8423,1.142906145,1.314799071,0.014326034
855,Athens_GR,Eurasian Wren,460,2.306798813,1.679232075,0.078294599
1472,Barcelona_ES,Eurasian Wren,2777,1.994151667,1.180752458,0.02240634
1568,Beijing_CN,Eurasian Wren,245,2.265212289,1.18037717,0.075411531
1709,Beirut_LB,Eurasian Wren,382,1.151774542,1.003303373,0.051333466
2066,Berlin_DE,Eurasian Wren,1157,1.703272379,1.256761114,0.036947585
3274,Budapest_HU,Eurasian Wren,808,0.760671454,1.033559578,0.036360499
4247,Casablanca_MA,Eurasian Wren,295,3.799328702,0.967598713,0.056335775
5630,Cork_IE,Eurasian Wren,1219,1.030677972,1.155285041,0.033089278
7732,Glasgow_GB,Eurasian Wren,10322,1.932149021,1.047669338,0.010311986
9541,Istanbul_TR,Eurasian Wren,1030,2.666105317,1.490103485,0.046429907
10567,Kyiv_UA,Eurasian Wren,128,1.825767372,1.160004512,0.102530882
10852,Lisbon_PT,Eurasian Wren,13218,2.507891992,1.591583335,0.013843519
11211,London_GB,Eurasian Wren,58937,1.791050129,1.356545177,0.005587792
11717,Lyon_FR,Eurasian Wren,873,0.823891219,1.049961636,0.035535817
11854,Madrid_ES,Eurasian Wren,3858,1.297097087,1.232872589,0.019848929
13570,Moscow_RU,Eurasian Wren,179,3.402074071,1.115723106,0.08339306
13967,Munich_DE,Eurasian Wren,1677,0.626146761,0.905891271,0.022121244
17947,Reykjavik_IS,Eurasian Wren,590,1.876594176,1.772928183,0.072990298
18000,Rome_IT,Eurasian Wren,519,2.477409707,1.619828965,0.0711026
20095,Seoul_KR,Eurasian Wren,253,3.353269421,0.948521977,0.059633066
20235,Sevastopol_UA,Eurasian Wren,318,0.156185748,0.500139043,0.028046405
20814,Sofia_BG,Eurasian Wren,713,2.061781224,1.317431494,0.049338197
20970,Stockholm_SE,Eurasian Wren,2118,1.918148656,1.504892691,0.032699609
21640,Taipei_TW,Eurasian Wren,238,0.022238764,0.207484655,0.013449233
21683,Tehran_IR,Eurasian Wren,148,2.855020244,1.280020759,0.105217058
22189,Tokyo_JP,Eurasian Wren,110,0.967625166,1.271147283,0.121199138
22935,Warsaw_PL,Eurasian Wren,259,1.729861574,1.44167066,0.089581056
1442,Barcelona_ES,Eurasian Wryneck,196,2.546247782,1.470408839,0.105029203
3360,Budapest_HU,Eurasian Wryneck,137,0.165907244,0.428364338,0.036597635
6631,Delhi_IN,Eurasian Wryneck,322,1.945323823,1.041402377,0.058035085
10830,Lisbon_PT,Eurasian Wryneck,542,2.935532487,1.601582149,0.068793844
11811,Madrid_ES,Eurasian Wryneck,484,1.691961379,1.533048772,0.069684035
13762,Mumbai_IN,Eurasian Wryneck,274,1.602593885,0.854984184,0.051651483
20418,Shenzhen_CN,Eurasian Wryneck,184,2.591546501,0.819843708,0.06043968
20996,Stockholm_SE,Eurasian Wryneck,185,1.624299965,1.711679343,0.125845168
922,Athens_GR,European Bee-eater,151,1.158087299,1.361798625,0.1108216
1454,Barcelona_ES,European Bee-eater,1605,2.267483832,1.222640722,0.03051837
1717,Beirut_LB,European Bee-eater,468,1.090551469,0.966849892,0.044692652
3319,Budapest_HU,European Bee-eater,375,0.350635386,0.690418306,0.035653048
4305,Casablanca_MA,European Bee-eater,103,2.236436855,1.227841656,0.120982833
9601,Istanbul_TR,European Bee-eater,543,1.942261849,1.343550509,0.057657271
10054,Johannesburg_ZA,European Bee-eater,450,2.276935311,0.990355391,0.046685801
10975,Lisbon_PT,European Bee-eater,2227,1.187605623,1.119936093,0.023731934
11142,Livingstone_ZM,European Bee-eater,122,0.460276475,0.680717219,0.061629241
11826,Madrid_ES,European Bee-eater,5516,1.54919608,1.371587184,0.018467635
14357,Nairobi_KE,European Bee-eater,311,1.297019661,1.073531356,0.060874378
18035,Rome_IT,European Bee-eater,186,1.374835481,1.285260239,0.094239853
20271,Sevastopol_UA,European Bee-eater,160,0.001661981,0.021022579,0.001661981
20892,Sofia_BG,European Bee-eater,416,0.984533023,0.943846351,0.046275875
21705,Tehran_IR,European Bee-eater,235,1.694886857,1.415495217,0.092336727
136,A_Coruna_ES,European Golden-Plover,171,0.486700584,0.66682822,0.050993628
1349,Barcelona_ES,European Golden-Plover,104,3.144829909,0.916549322,0.089875055
7793,Glasgow_GB,European Golden-Plover,288,1.528499387,0.835350754,0.049223515
11001,Lisbon_PT,European Golden-Plover,768,0.952245552,0.893331359,0.032235319
11329,London_GB,European Golden-Plover,2039,0.662025978,0.893471797,0.019786648
15970,Oulu_FI,European Golden-Plover,254,1.018888666,1.05158597,0.065982372
17954,Reykjavik_IS,European Golden-Plover,2031,1.651559219,1.701026058,0.037744702
21076,Stockholm_SE,European Golden-Plover,176,0.693439028,1.286874187,0.097001792
